volatility,volume,momentum,sentiment_score,strategy
4.81952786991505,1121,0.0003600804947893055,0.0,day_trading
4.421525629111285,1241,0.0003551235214808601,0.0,day_trading
4.388763936336569,1408,-5.8651450041891094e-05,0.0,day_trading
6.139404694267674,1384,-0.00041332796382593796,0.0,day_trading
7.746696500228807,1421,-0.001019775215374419,0.0,day_trading
8.32982752922627,1366,-0.0008873729438924949,0.0,day_trading
9.347946655103112,1295,-0.0010645752039593504,0.0,day_trading
9.571147672968166,1233,-0.00039457399559126303,0.0,day_trading
10.888266314400822,1291,-0.0004652655165321873,0.0,day_trading
10.81216105441658,1264,-0.00033572719366463665,0.0,day_trading
9.12605190283873,1218,-0.0003837925282887067,0.0,day_trading
5.99125139960766,1184,0.0001459185737674451,0.0,day_trading
4.32666165895559,988,-0.00013615799280373154,0.0,day_trading
4.094061960119516,984,0.0003019223184098863,0.0,day_trading
4.127728592494562,906,0.00022653326010941833,0.0,day_trading
3.7702438765750035,916,3.344839686003631e-05,0.0,day_trading
4.072783514442838,963,-0.0004238970372935968,0.0,day_trading
3.4245260823724943,1015,-0.0002548842993115308,0.0,day_trading
4.331671989218831,1239,-0.0005561857018109295,0.0,day_trading
5.242577928204086,1172,-0.0005057748600505007,0.0,day_trading
8.02244081727151,1360,-0.0009250043368181027,0.0,day_trading
8.936477307453057,1248,-0.0007452781403254338,0.0,day_trading
8.531444061689324,1291,-0.0005783362076774434,0.0,day_trading
8.327488617021528,1246,-0.0004740125417511676,0.0,day_trading
7.666422894672338,1225,0.00021218277893824132,0.0,day_trading
7.710372234850584,1250,0.0009412076761443177,0.0,day_trading
7.3537083615425844,1287,0.00036363146195788064,0.0,day_trading
6.766963868675242,1208,-0.00020482989842871558,0.0,day_trading
11.373875573238436,1496,-0.0010841670247214274,0.0,day_trading
14.25382365854292,1420,-0.001801631029620121,0.0,day_trading
28.786213444014734,1577,-0.0045746261347460624,0.0,day_trading
32.416021570272264,1510,-0.0029670091940237064,0.0,day_trading
33.69403877377698,1386,-0.0024473912467682267,0.0,day_trading
34.16010766311261,1271,-0.0012337456456547936,0.0,day_trading
33.48053670086037,1368,-0.0018436882782725927,0.0,day_trading
28.505832073842374,1309,0.0012301147127865343,0.0,day_trading
23.401268935201838,1268,0.00012781383411641922,0.0,day_trading
16.79571188659881,1258,-0.0003163881545005909,0.0,day_trading
13.7274829367087,1272,-0.0006435495985382067,0.0,day_trading
8.592540692682254,1322,0.0002808821340989587,0.0,day_trading
5.365305106770372,1183,-0.0004904492491892398,0.0,day_trading
6.608046946283791,1257,-0.0007440701147718443,0.0,day_trading
6.245923915274772,1209,0.00013244779050292088,0.0,day_trading
5.3844611821488915,1244,0.00030036633580279306,0.0,day_trading
