time,close,RSI,EMA_fast,EMA_slow,signal,volume_ratio,volatility,trend,returns,position,strategy_returns,cumulative
2025-10-07 04:00:00,3959.39,50.0,3959.39,3959.39,hold,,,-1,0.0,0,0.0,1.0
2025-10-07 04:30:00,3958.14,50.0,3959.197692307692,3959.2974074074073,hold,,,-1,-0.0003157051970126279,0,-0.0,1.0
2025-10-07 05:00:00,3964.7,50.0,3960.044201183431,3959.697599451303,hold,,,1,0.0016573441060701022,0,0.0,1.0
2025-10-07 05:30:00,3964.84,50.0,3960.7820163859806,3960.078518010466,hold,,,1,3.531162509151642e-05,0,0.0,1.0
2025-10-07 06:00:00,3963.48,50.0,3961.1970907881373,3960.3304796393204,hold,,,1,-0.0003430151027532524,0,-0.0,1.0
2025-10-07 06:30:00,3973.3,50.0,3963.0590768207317,3961.2911848512226,hold,,,1,0.0024776206767789244,0,0.0,1.0
2025-10-07 07:00:00,3973.62,50.0,3964.6838342329265,3962.2044304177984,hold,,,1,8.053758840254055e-05,0,0.0,1.0
2025-10-07 07:30:00,3975.95,50.0,3966.417090504784,3963.2226207572207,hold,,,1,0.0005863670909649343,0,0.0,1.0
2025-10-07 08:00:00,3963.49,50.0,3965.9667688886634,3963.2424266270564,hold,,,1,-0.00313384222638613,0,-0.0,1.0
2025-10-07 08:30:00,3964.65,50.0,3965.7641890596387,3963.3466913213488,hold,,,1,0.0002926713578186302,0,0.0,1.0
2025-10-07 09:00:00,3964.18,50.0,3965.5204676658486,3963.4084178901376,hold,,,1,-0.00011854766498942126,0,-0.0,1.0
2025-10-07 09:30:00,3955.17,50.0,3963.928088024949,3962.7981647130905,hold,,,1,-0.0022728534022168345,0,-0.0,1.0
2025-10-07 10:00:00,3951.33,50.0,3961.9899206364953,3961.9486710306396,hold,,,1,-0.0009708811504941517,0,-0.0,1.0
2025-10-07 10:30:00,3945.96,37.58550563875052,3959.5237790001115,3960.76432502837,hold,,,-1,-0.001359036071398756,0,-0.0,1.0
2025-10-07 11:00:00,3950.64,42.55572571039652,3958.1570437693254,3960.014375026268,hold,,,-1,0.0011860231730680404,0,0.0,1.0
2025-10-07 11:30:00,3951.31,44.13129403677619,3957.103652420198,3959.369606505804,hold,,,-1,0.00016959277484152047,0,0.0,1.0
2025-10-07 12:00:00,3957.62,43.890231273731565,3957.1830905093984,3959.2400060238924,hold,,,-1,0.0015969387367733567,0,0.0,1.0
2025-10-07 12:30:00,3955.15,41.961174713787905,3956.8703073541064,3958.937042614715,hold,,,-1,-0.0006241124716369617,0,-0.0,1.0
2025-10-07 13:00:00,3956.79,44.47563996696938,3956.8579523765516,3958.778002421033,hold,,,-1,0.00041464925476897285,0,0.0,1.0
2025-10-07 13:30:00,3960.09,37.77531001295567,3957.355190472467,3958.8751874268823,hold,0.8619483120581066,8.022900774788825,-1,0.0008340093863965503,0,0.0,1.0
2025-10-07 14:00:00,3957.71,35.81743626314868,3957.4097765536258,3958.7888772471133,hold,0.8625838351201841,8.043791590903917,-1,-0.000600996442000068,0,-0.0,1.0
2025-10-07 14:30:00,3966.96,42.86621171242679,3958.8790416992215,3959.394145599179,hold,1.0142166202550198,8.154042007043717,-1,0.002337210154356839,0,0.0,1.0
2025-10-07 15:00:00,3965.78,52.21341581287494,3959.940727591649,3959.867171851092,hold,1.125419797530745,8.184420951771212,1,-0.0002974569947767902,0,-0.0,1.0
2025-10-07 15:30:00,3979.46,61.52529182879381,3962.9436925775494,3961.3184924547145,hold,1.162801726182008,9.150621836793535,1,0.0034495105628653544,0,0.0,1.0
2025-10-07 16:00:00,3982.65,63.789756607436495,3965.9754321810033,3962.8986041247354,hold,1.1795470464627598,10.287730287759672,1,0.0008016162996988818,0,0.0,1.0
2025-10-07 16:30:00,3979.26,69.63325183374113,3968.0192118454643,3964.110559374755,hold,1.2226210196944598,10.692627206582646,1,-0.0008511920454973287,0,-0.0,1.0
2025-10-07 17:00:00,3978.02,72.7148936170215,3969.5577946384697,3965.1408883099584,hold,1.1868181306939602,10.966797870222662,1,-0.000311615727547343,0,-0.0,1.0
2025-10-07 17:30:00,3985.6,82.51312335958016,3972.0258262325515,3966.656378064776,hold,1.1596891008655714,11.746107485147439,1,0.0019054705607310929,0,0.0,1.0
2025-10-07 18:00:00,3984.92,80.09129213483186,3974.0095452736973,3968.009238948867,hold,1.157827923570225,12.676965382763973,1,-0.0001706142111601583,0,-0.0,1.0
2025-10-07 18:30:00,3966.11,59.85352862849553,3972.794230616206,3967.868554582284,hold,1.1699826989619377,12.681092628916668,1,-0.004720295514088146,0,-0.0,1.0
2025-10-07 19:00:00,3969.36,58.148250971682614,3972.2658874444824,3967.9790320206334,hold,1.1291391436328269,12.721982415447465,1,0.0008194427285173056,0,0.0,1.0
2025-10-07 19:30:00,3976.57,63.94894503777034,3972.92805860687,3968.615400019105,hold,1.0246590498074508,12.752092284467999,1,0.0018164137291654114,0,0.0,1.0
2025-10-07 20:00:00,3980.69,65.07696189755245,3974.122203436582,3969.509814832505,hold,1.002052861175263,12.65618337539369,1,0.0010360687728367957,0,0.0,1.0
2025-10-07 20:30:00,3980.89,63.655462184873876,3975.163402907877,3970.3527915115787,hold,0.9993783360843749,11.910732400478404,1,5.024254589014454e-05,0,0.0,1.0
2025-10-07 21:00:00,3980.07,64.98659517426302,3975.9182639989726,3971.0725847329436,hold,1.0103008537450806,11.288495529334687,1,-0.00020598408898508946,0,-0.0,1.0
2025-10-07 21:30:00,3981.05,60.62113674053999,3976.7077618452845,3971.811652530503,hold,0.907291890729189,10.525897323920075,1,0.0002462268251564037,0,0.0,1.0
2025-10-07 22:00:00,3980.07,60.80447603205817,3977.2250292537024,3972.4233819726883,hold,0.8949885810315854,10.072297600219859,1,-0.0002461662124314534,0,-0.0,1.0
2025-10-07 22:30:00,3980.17,50.67554709800195,3977.6781016762097,3972.997205530267,hold,0.9001400409350425,9.208246818679127,1,2.51251862404267e-05,0,0.0,1.0
2025-10-07 23:00:00,3982.53,49.883990719257646,3978.4245475721777,3973.703338453951,hold,0.5747051256894936,8.344678480768579,1,0.0005929394975592306,0,0.0,1.0
2025-10-07 23:30:00,3984.23,54.96701978812699,3979.317694099535,3974.4830911610657,hold,0.6139367152626602,7.655173345353172,1,0.00042686432996097423,0,0.0,1.0
2025-10-08 01:00:00,3990.38,61.24863487440874,3981.0195873149914,3975.6606399639495,hold,0.6630689609413014,6.728279106642674,1,0.0015435855861734016,0,0.0,1.0
2025-10-08 01:30:00,3989.53,54.07591785936565,3982.3288815742235,3976.68799996662,hold,0.5408575230620024,6.53886445960601,1,-0.0002130122945683821,0,-0.0,1.0
2025-10-08 02:00:00,3989.1,54.35779816513749,3983.370592101266,3977.6074073765,hold,0.8331432221563171,5.94709933718669,1,-0.00010778211969841855,0,-0.0,1.0
2025-10-08 02:30:00,3994.35,91.0465116279071,3985.059731777995,3978.847599422685,hold,0.851861277560558,6.632354408507864,1,0.0013160863352636998,0,0.0,1.0
2025-10-08 03:00:00,3998.6,91.29943502824871,3987.142849965996,3980.31074020619,hold,0.9831545991916076,7.627131281091532,1,0.0010640029041020238,0,0.0,1.0
2025-10-08 03:30:00,3992.23,72.65625000000011,3987.9254884327656,3981.193648339065,hold,1.2086317464775544,7.877710911844099,1,-0.001593057570149492,0,-0.0,1.0
2025-10-08 04:00:00,3994.02,70.67949115730703,3988.8631055969554,3982.1437484620974,hold,1.3487798636797173,8.129854841072358,1,0.00044837096059091586,0,0.0,1.0
2025-10-08 04:30:00,4000.77,75.6317689530689,3990.694935505116,3983.5234707982386,hold,1.1920128614366599,8.950888576887717,1,0.001690026589751703,0,0.0,1.0
2025-10-08 05:00:00,4003.63,78.85840274375288,3992.684945427406,3985.0128433317027,hold,1.2347404715310784,9.894109292113463,1,0.0007148623889901007,0,0.0,1.0
2025-10-08 05:30:00,4011.58,81.94182883448396,3995.5918769001128,3986.9807808626874,hold,1.0453142305063978,10.364446769712103,1,0.001985697979083989,0,0.0,1.0
2025-10-08 06:00:00,4011.29,83.14225053078542,3998.0069727616337,3988.7814637617475,hold,1.133971745520053,10.634690936547944,1,-7.229071837033807e-05,0,-0.0,1.0
2025-10-08 06:30:00,4014.74,84.26164519326049,4000.581284644459,3990.704318297914,hold,1.0837157326612616,11.47310787060967,1,0.0008600724455225528,0,0.0,1.0
2025-10-08 07:00:00,4018.62,84.7219549740233,4003.3564716222345,3992.772146572143,hold,1.0817634029580585,12.586729383723194,1,0.0009664386734882235,0,0.0,1.0
2025-10-08 07:30:00,4026.72,86.39712180914842,4006.9508606034287,3995.2868023816136,hold,1.1125928748333016,14.167512280237348,1,0.002015617301461603,0,0.0,1.0
2025-10-08 08:00:00,4033.46,86.53324287652637,4011.0291897413626,3998.114446649642,hold,1.1519992392906384,15.89598468830087,1,0.0016738188898159923,0,0.0,1.0
2025-10-08 08:30:00,4029.18,81.77592562910677,4013.8216220888453,4000.4155987496683,hold,1.2355593124823894,16.682596352271375,1,-0.0010611237002474683,0,-0.0,1.0
2025-10-08 09:00:00,4026.44,78.85625965996928,4015.762910998254,4002.343332175619,hold,1.2947016045249913,16.804414919588194,1,-0.0006800391146585261,0,-0.0,1.0
2025-10-08 09:30:00,4031.56,78.81369056837556,4018.193232383138,4004.5075297922394,hold,1.1396024429855662,16.96488435129621,1,0.0012715947586452447,0,0.0,1.0
2025-10-08 10:00:00,4036.22,78.94736842105274,4020.9665812472704,4006.856601659481,hold,1.197365795250449,17.275969277407466,1,0.0011558801059639023,0,0.0,1.0
2025-10-08 10:30:00,4034.16,84.5557936377123,4022.9963379784595,4008.8790756106305,hold,1.073168619129079,17.140705905756278,1,-0.000510378522478927,0,-0.0,1.0
2025-10-08 11:00:00,4038.05,85.07248685677888,4025.3122859817736,4011.039884824658,hold,1.0569157392686805,17.38693092830189,1,0.0009642651754020459,0,0.0,1.0
2025-10-08 11:30:00,4036.33,80.79321094561811,4027.0073189076547,4012.913226689498,hold,0.931920452895921,17.10808976848704,1,-0.00042594816805152647,0,-0.0,1.0
2025-10-08 12:00:00,4035.43,78.50484044460346,4028.3031159987845,4014.581135823609,hold,0.8530042918454936,16.388016770937295,1,-0.00022297483109656735,0,-0.0,1.0
2025-10-08 12:30:00,4049.34,80.57985098801409,4031.5395596912795,4017.1558665033417,hold,1.0741033915849725,16.754999654472794,1,0.003446968476717549,0,0.0,1.0
2025-10-08 13:00:00,4040.4,70.67765307572084,4032.9027043541596,4018.8776541697607,hold,0.9818548387096774,16.40154301952707,1,-0.0022077671916904684,0,-0.0,1.0
2025-10-08 13:30:00,4037.06,65.87933978372212,4033.5422882996736,4020.22449460163,hold,1.0464788164630952,14.943598876066627,1,-0.0008266508266508987,0,-0.0,1.0
2025-10-08 14:00:00,4034.67,61.66593981683383,4033.715782407416,4021.294532038546,hold,0.9714867617107943,13.09369911748848,1,-0.000592014981199207,0,-0.0,1.0
2025-10-08 14:30:00,4037.91,58.75175973721252,4034.361046652429,4022.5253074430984,hold,0.9710325653658238,11.661137199684113,1,0.0008030396538005746,0,0.0,1.0
2025-10-08 15:00:00,4040.35,55.77729330873706,4035.282424090517,4023.845655039906,hold,1.1570416225462246,10.199316527688207,1,0.0006042730026176724,0,0.0,1.0
2025-10-08 15:30:00,4039.98,59.69131371141433,4036.005128076591,4025.040791703617,hold,1.1535369774919615,9.261415985314297,1,-9.157622483202399e-05,0,-0.0,1.0
2025-10-08 16:00:00,4038.62,61.20721383879251,4036.407416064808,4026.04665898483,hold,1.1451885759777092,7.8630599374136105,1,-0.0003366353298779323,0,-0.0,1.0
2025-10-08 16:30:00,4038.28,56.779661016949355,4036.695505900991,4026.9528323933614,hold,1.2753498721527141,6.47334526715409,1,-8.418717284608412e-05,0,-0.0,1.0
2025-10-08 17:00:00,4044.58,58.164062500000085,4037.9085049931464,4028.258548512372,hold,1.2280264545193138,5.519052264217259,1,0.0015600701288667196,0,0.0,1.0
2025-10-08 17:30:00,4048.22,63.319439181508045,4039.4948888403546,4029.7371745484925,hold,1.0777146980082406,5.619727095865957,1,0.0008999698361757957,0,0.0,1.0
2025-10-08 18:00:00,4044.48,56.1086832604977,4040.2618290187615,4030.8292356930488,hold,1.139993618738387,5.740473206279542,1,-0.0009238628335416221,0,-0.0,1.0
2025-10-08 18:30:00,4045.68,58.97140663980047,4041.0953937851054,4031.9292923083785,hold,1.0054189870806847,5.580068477264875,1,0.00029670068834564134,0,0.0,1.0
2025-10-08 19:00:00,4055.63,66.51406147809064,4043.3314870489357,4033.6849002855356,hold,1.0526118423519706,5.957503782309967,1,0.0024594134978546123,0,0.0,1.0
2025-10-08 19:30:00,4056.58,57.51037344398334,4045.369719810638,4035.3808335977183,hold,1.029085278259734,6.606691404647672,1,0.00023424227555279842,0,0.0,1.0
2025-10-08 20:00:00,4048.93,59.09187806437853,4045.917455224386,4036.384475553443,hold,0.9609126613054049,6.67305847974856,1,-0.0018858250053001013,0,-0.0,1.0
2025-10-08 20:30:00,4050.93,65.21834540267747,4046.688615959096,4037.4619218087437,hold,0.9887405860860489,6.65872508347564,1,0.0004939576628886222,0,0.0,1.0
2025-10-08 21:00:00,4048.5,65.16114887086198,4046.9672904269273,4038.279557230318,hold,1.0881058897474767,6.653870658294426,1,-0.0005998622538527787,0,-0.0,1.0
2025-10-08 21:30:00,4049.89,63.68829981718502,4047.4169380535536,4039.1395900280722,hold,0.9126385156278761,6.56489475607712,1,0.00034333703840916385,0,0.0,1.0
2025-10-08 22:00:00,4044.77,54.758828596038114,4047.0097168145458,4039.5566574334002,hold,1.1138215789378578,6.226199313804067,1,-0.0012642318680260445,0,-0.0,1.0
2025-10-08 22:30:00,4044.93,55.35366645035687,4046.6897603815387,4039.954682808704,hold,1.077635736857225,6.132095439094206,1,3.955725541859856e-05,0,0.0,1.0
2025-10-08 23:00:00,4043.98,55.84897424705404,4046.2728741689943,4040.2528544525035,hold,0.6608449374557469,6.0573107417012775,1,-0.00023486191355592823,0,-0.0,1.0
2025-10-08 23:30:00,4041.33,53.1685019738207,4045.512431989149,4040.332643011577,hold,0.5621909893894783,5.8454558149633655,1,-0.0006552950311327077,0,-0.0,1.0
2025-10-09 01:00:00,4025.92,33.70020964360569,4042.498211683126,4039.265039825534,hold,0.8093689004554326,6.887009491594867,1,-0.003813101132547958,0,-0.0,1.0
2025-10-09 01:30:00,4021.19,26.830104577404242,4039.2200252703374,4037.9261479866054,buy,0.6400602409638554,8.54179956082515,1,-0.0011748867339639313,1,-0.0,1.0
2025-10-09 02:00:00,4013.87,25.27863026974606,4035.320021382593,4036.1442110987086,hold,0.8599489893029807,10.825346220326479,-1,-0.0018203566605905497,1,-0.0018203566605905497,0.9981796433394095
2025-10-09 02:30:00,4011.74,22.99490770210039,4031.692325785271,4034.3364917580634,hold,0.9438305709023941,12.80635034703413,-1,-0.0005306599366696751,1,-0.0005306599366696751,0.99764994939309
2025-10-09 03:00:00,4027.09,29.08851113716291,4030.98427566446,4033.7997145907993,hold,0.9683714280193984,13.168898527268842,-1,0.0038262698978499543,1,0.0038262698978499543,1.0014672273630443
2025-10-09 03:30:00,4022.77,26.392961876832928,4029.7205409468506,4032.982698695185,hold,0.9071937630428791,13.740023931275557,-1,-0.0010727349028702982,1,-0.0010727349028702982,1.0003929185141711
2025-10-09 04:00:00,4031.34,37.8739831793743,4029.9696884934892,4032.861017310356,hold,1.119552496379902,13.803753217700573,-1,0.0021303728525370325,1,0.0021303728525370325,1.002524128429644
2025-10-09 04:30:00,4019.7,30.996714129244367,4028.3897364175677,4031.8861271392184,hold,1.0465718497271026,14.254787884497361,-1,-0.0028873773980860884,1,-0.0028873773980860884,0.9996294629201803
2025-10-09 05:00:00,4013.1,29.49965253648375,4026.0374692764035,4030.4945621659426,hold,1.0021549553904094,15.141145501767234,-1,-0.0016419135756399195,1,-0.0016419135756399195,0.997988157734402
2025-10-09 05:30:00,4018.65,32.74033149171301,4024.900935541572,4029.6171871906877,hold,0.9378487510906397,15.425309209573046,-1,0.001382970770726022,1,0.001382970770726022,0.9993683461860794
2025-10-09 06:00:00,4024.51,38.897413415169055,4024.8407916120996,4029.2388770284147,hold,0.9262717255247983,14.740523592799333,-1,0.0014582011371977455,1,0.0014582011371977455,1.0008256262449673
2025-10-09 06:30:00,4026.76,40.26572377584947,4025.136054441007,4029.0552565077915,hold,0.8065627152608179,13.69979312177142,-1,0.0005590742723959874,1,0.0005590742723959874,1.0013851621037555
