time,close,MACD,Signal_Line,signal,position,strategy_returns,cumulative
2025-03-13 20:00:00,2988.8,0.0,0.0,hold,0.0,0.0,1.0
2025-03-14 00:00:00,2987.88,-0.07339031339006397,-0.014678062678012794,sell,-0.33333333333333326,0.0012178800856531011,1.001217880085653
2025-03-14 04:00:00,2986.29,-0.25689109666245713,-0.06312066947490166,hold,0.0,0.0005353319057816047,1.001753863961502
2025-03-14 08:00:00,2998.81,0.6010144560059416,0.06970635562126698,buy,0.0,0.002678909282085799,1.0044374716860338
2025-03-14 12:00:00,2985.35,0.1925813197090065,0.09428134843881489,hold,0.0,0.0,1.0044374716860338
2025-03-14 16:00:00,2986.56,-0.033086594138694636,0.06880775992331299,sell,-0.33333333333333326,0.0009814594603647859,1.005423286344965
2025-03-14 20:00:00,2986.24,-0.23504195006898954,0.008037817924852482,hold,0.0,0.0005359505585609929,1.0059621435168717
2025-03-17 00:00:00,2990.8,-0.02682985628143797,0.001064283083594392,hold,0.0,0.0,1.0059621435168717
2025-03-17 04:00:00,2986.04,-0.24311006933930912,-0.04777058740098632,hold,0.0,0.0,1.0059621435168717
2025-03-17 08:00:00,2995.67,0.35841523461112956,0.03346657700143686,buy,0.0,0.002679133568204043,1.0086572504639104
2025-03-17 12:00:00,2988.35,0.24167961537432348,0.07510918467601418,hold,0.0,0.0,1.0086572504639104
2025-03-17 16:00:00,2997.76,0.8981211716372854,0.23971158206826845,hold,0.0,0.0,1.0086572504639104
2025-03-17 20:00:00,3001.02,1.6622492151864208,0.524219108691899,hold,0.0,0.0,1.0086572504639104
2025-03-18 00:00:00,3005.64,2.6105290303298716,0.9414810930194936,hold,0.0,0.0,1.0086572504639104
2025-03-18 04:00:00,3012.03,3.8334772726179835,1.5198803289391916,hold,0.0,0.0,1.0086572504639104
2025-03-18 08:00:00,3020.21,5.400476866745521,2.295999636500458,hold,0.0,0.0,1.0086572504639104
2025-03-18 12:00:00,3033.23,7.605271684175932,3.357854046035553,hold,0.0,0.0,1.0086572504639104
2025-03-18 16:00:00,3032.57,9.193355695733317,4.524954375975106,hold,0.0,0.0,1.0086572504639104
2025-03-18 20:00:00,3033.76,10.427742249566563,5.705511950693397,hold,0.0,0.0,1.0086572504639104
2025-03-19 00:00:00,3029.41,10.92901100542349,6.750211761639416,hold,0.0,0.0,1.0086572504639104
2025-03-19 04:00:00,3044.5,12.40095648644592,7.880360706600717,hold,0.0,0.0,1.0086572504639104
2025-03-19 08:00:00,3030.35,12.284093755207778,8.76110731632213,hold,0.0,0.0,1.0086572504639104
2025-03-19 12:00:00,3033.26,12.284681715005263,9.465822196058758,hold,0.0,0.0,1.0086572504639104
2025-03-19 16:00:00,3030.56,11.929761379062256,9.958610032659458,hold,0.0,0.0,1.0086572504639104
2025-03-19 20:00:00,3047.16,12.839954718377157,10.534878969802998,hold,0.0,0.0,1.0086572504639104
2025-03-20 00:00:00,3049.68,13.607770528742094,11.149457281590818,hold,0.0,0.0,1.0086572504639104
2025-03-20 04:00:00,3046.71,13.817338237389777,11.68303347275061,hold,0.0,0.0,1.0086572504639104
2025-03-20 08:00:00,3041.49,13.40765666168818,12.027958110538124,hold,0.0,0.0,1.0086572504639104
2025-03-20 12:00:00,3032.52,12.21833170452328,12.066032829335157,hold,0.0,0.0,1.0086572504639104
2025-03-20 16:00:00,3041.73,11.881985009256823,12.02922326531949,sell,0.0,-0.0016487937424979884,1.0069941827010203
2025-03-20 20:00:00,3044.47,11.70163378066627,11.963705368388847,hold,0.0,0.0,1.0069941827010203
2025-03-21 00:00:00,3035.94,10.746525168173775,11.720269328345834,hold,0.0,0.0,1.0069941827010203
2025-03-21 04:00:00,3028.01,9.243160583819645,11.224847579440596,hold,0.0,0.0,1.0069941827010203
2025-03-21 08:00:00,3029.67,8.092397327316576,10.598357529015791,hold,0.0,0.0,1.0069941827010203
2025-03-21 12:00:00,3006.66,5.263025575613938,9.53129113833542,hold,0.0,0.0,1.0069941827010203
2025-03-21 16:00:00,3013.68,3.5463038262673763,8.334293675921813,hold,0.0,0.0,1.0069941827010203
2025-03-21 20:00:00,3022.94,2.8995696485594635,7.247348870449343,hold,0.0,0.0,1.0069941827010203
2025-03-24 00:00:00,3020.84,2.192304185699868,6.2363399334994485,hold,0.0,0.0,1.0069941827010203
2025-03-24 04:00:00,3022.12,1.7153035616847774,5.332132659136514,hold,0.0,0.0,1.0069941827010203
2025-03-24 08:00:00,3023.61,1.440897903989935,4.553885708107198,hold,0.0,0.0,1.0069941827010203
2025-03-24 12:00:00,3022.79,1.1440741219898882,3.8719233908837363,hold,0.0,0.0,1.0069941827010203
2025-03-24 16:00:00,3007.0,-0.36111914450020777,3.0253148838069475,hold,0.0,0.0,1.0069941827010203
2025-03-24 20:00:00,3011.96,-1.140616784690792,2.1921285501074,hold,0.0,0.0,1.0069941827010203
2025-03-25 00:00:00,3011.86,-1.746313035156163,1.4044402330546875,hold,0.0,0.0,1.0069941827010203
2025-03-25 04:00:00,3018.29,-1.6880259033541734,0.7859470057729154,hold,0.0,0.0,1.0069941827010203
2025-03-25 08:00:00,3023.2,-1.2314416729864206,0.38246927002104825,hold,0.0,0.0,1.0069941827010203
2025-03-25 12:00:00,3028.45,-0.44088204323452374,0.2177990073699339,hold,0.0,0.0,1.0069941827010203
2025-03-25 16:00:00,3022.69,-0.27596060062887773,0.11904708577017159,hold,0.0,0.0,1.0069941827010203
2025-03-25 20:00:00,3019.81,-0.37334738376466703,0.02056819186320387,hold,0.0,0.0,1.0069941827010203
2025-03-26 00:00:00,3024.86,-0.042543896093320654,0.007945774271898966,hold,0.0,0.0,1.0069941827010203
2025-03-26 04:00:00,3022.83,0.05518013437358604,0.017392646292236382,buy,0.0,-0.0016529690630310162,1.0053296524703632
2025-03-26 08:00:00,3018.69,-0.1991406979882413,-0.025914022563859156,sell,-0.6666666666666666,0.001354139443281081,1.0066910090062733
2025-03-26 12:00:00,3016.74,-0.5516810572685245,-0.13106742950479222,hold,-0.33333333333333326,0.0008769568405400589,1.0075738335729314
2025-03-26 16:00:00,3018.72,-0.663652209898828,-0.2375843855835994,hold,0.0,0.0008821755330821338,1.0084626905566831
2025-03-26 20:00:00,3018.85,-0.7334455379150313,-0.3367566160498858,hold,0.0,0.0,1.0084626905566831
2025-03-27 00:00:00,3023.55,-0.4048397916267277,-0.3503732511652542,hold,0.0,0.0,1.0084626905566831
2025-03-27 04:00:00,3029.73,0.3502198647715886,-0.21025462797788563,buy,0.0,0.002645896380083015,1.0111309783390758
2025-03-27 08:00:00,3039.94,1.7522726455422344,0.18225082672613835,hold,0.0,0.0,1.0111309783390758
2025-03-27 12:00:00,3040.55,2.879439096054284,0.7216884805917676,hold,0.0,0.0,1.0111309783390758
2025-03-27 16:00:00,3052.87,4.7125246160157985,1.519855707676574,hold,0.0,0.0,1.0111309783390758
2025-03-27 20:00:00,3056.42,6.378189628908785,2.4915224919230163,hold,0.0,0.0,1.0111309783390758
2025-03-28 00:00:00,3073.86,9.001736979421821,3.7935653894227777,hold,0.0,0.0,1.0111309783390758
2025-03-28 04:00:00,3077.82,11.270536334046483,5.288959578347519,hold,0.0,0.0,1.0111309783390758
2025-03-28 08:00:00,3072.87,12.524774730586614,6.7361226087953385,hold,0.0,0.0,1.0111309783390758
2025-03-28 12:00:00,3083.27,14.194337295048626,8.227765546045996,hold,0.0,0.0,1.0111309783390758
2025-03-28 16:00:00,3077.39,14.871580474669827,9.556528531770763,hold,0.0,0.0,1.0111309783390758
2025-03-28 20:00:00,3084.2,15.775955268108646,10.80041387903834,hold,0.0,0.0,1.0111309783390758
2025-03-31 00:00:00,3079.07,15.895497282704582,11.819430559771588,hold,0.0,0.0,1.0111309783390758
2025-03-31 04:00:00,3113.33,18.541001741061336,13.163744796029539,hold,0.0,0.0,1.0111309783390758
2025-03-31 08:00:00,3122.24,21.113166182895384,14.75362907340271,hold,0.0,0.0,1.0111309783390758
2025-03-31 12:00:00,3124.58,23.074455518430568,16.41779436240828,hold,0.0,0.0,1.0111309783390758
2025-03-31 16:00:00,3117.56,23.788121459166632,17.89185978175995,hold,0.0,0.0,1.0111309783390758
2025-03-31 20:00:00,3123.96,24.5867130485276,19.230830435113482,hold,0.0,0.0,1.0111309783390758
2025-04-01 00:00:00,3127.25,25.194649900038257,20.42359432809844,hold,0.0,0.0,1.0111309783390758
2025-04-01 04:00:00,3144.69,26.775060254924938,21.69388751346374,hold,0.0,0.0,1.0111309783390758
2025-04-01 08:00:00,3130.87,26.605694461688927,22.676248903108778,hold,0.0,0.0,1.0111309783390758
2025-04-01 12:00:00,3133.33,26.36604098309408,23.41420731910584,hold,0.0,0.0,1.0111309783390758
2025-04-01 16:00:00,3106.65,23.749491494359518,23.48126415415658,hold,0.0,0.0,1.0111309783390758
2025-04-01 20:00:00,3114.12,22.02473629384849,23.189958582094963,sell,0.0,-0.0016094506944779746,1.0095036128837798
2025-04-02 00:00:00,3122.92,21.124432518019148,22.776853369279802,hold,0.0,0.0,1.0095036128837798
2025-04-02 04:00:00,3116.12,19.63588189572556,22.148659074568954,hold,0.0,0.0,1.0095036128837798
2025-04-02 08:00:00,3131.2,19.44883075978896,21.608693411612958,hold,0.0,0.0,1.0095036128837798
2025-04-02 12:00:00,3122.43,18.38104048793184,20.963162826876736,hold,0.0,0.0,1.0095036128837798
2025-04-02 16:00:00,3131.43,18.052930839179226,20.381116429337233,hold,0.0,0.0,1.0095036128837798
2025-04-02 20:00:00,3132.12,17.645176204524432,19.833928384374673,hold,0.0,0.0,1.0095036128837798
2025-04-03 00:00:00,3151.27,18.652261021196864,19.59759491173911,hold,0.0,0.0,1.0095036128837798
2025-04-03 04:00:00,3140.32,18.355221934302335,19.349120316251756,hold,0.0,0.0,1.0095036128837798
2025-04-03 08:00:00,3129.08,17.016684507996615,18.88263315460073,hold,0.0,0.0,1.0095036128837798
2025-04-03 12:00:00,3076.35,11.567668752253212,17.419640274131226,hold,0.0,0.0,1.0095036128837798
2025-04-03 16:00:00,3107.59,9.658751351003957,15.867462489505773,hold,0.0,0.0,1.0095036128837798
2025-04-03 20:00:00,3114.19,8.579585280498122,14.409887047704242,hold,0.0,0.0,1.0095036128837798
2025-04-04 00:00:00,3110.57,7.347536817503169,12.997417001664028,hold,0.0,0.0,1.0095036128837798
2025-04-04 04:00:00,3100.14,5.4665012773502895,11.491233856801282,hold,0.0,0.0,1.0095036128837798
2025-04-04 08:00:00,3084.18,2.6572967797683305,9.724446441394692,hold,0.0,0.0,1.0095036128837798
2025-04-04 12:00:00,3071.14,-0.6141574195312387,7.656725669209505,hold,0.0,0.0,1.0095036128837798
2025-04-04 16:00:00,3030.93,-6.377898944116168,4.84980074654437,hold,0.0,0.0,1.0095036128837798
2025-04-04 20:00:00,3037.34,-10.309629210453295,1.8179147551448374,hold,0.0,0.0,1.0095036128837798
2025-04-07 00:00:00,2978.75,-17.94640216316202,-2.1349486285165344,hold,0.0,0.0,1.0095036128837798
2025-04-07 04:00:00,3034.73,-19.259470406302626,-5.5598529840737525,hold,0.0,0.0,1.0095036128837798
2025-04-07 08:00:00,3031.16,-20.35353275740954,-8.51858893874091,hold,0.0,0.0,1.0095036128837798
2025-04-07 12:00:00,3031.23,-20.97317097827772,-11.009505346648274,hold,0.0,0.0,1.0095036128837798
2025-04-07 16:00:00,2970.43,-26.06977447350755,-14.02155917202013,hold,0.0,0.0,1.0095036128837798
2025-04-07 20:00:00,2982.01,-28.841987759245512,-16.985644889465206,hold,0.0,0.0,1.0095036128837798
2025-04-08 00:00:00,2985.24,-30.427602296399527,-19.674036370852072,hold,0.0,0.0,1.0095036128837798
2025-04-08 04:00:00,3002.17,-29.972598275122436,-21.733748751706145,hold,0.0,0.0,1.0095036128837798
2025-04-08 08:00:00,3007.45,-28.85334899035979,-23.157668799436877,hold,0.0,0.0,1.0095036128837798
2025-04-08 12:00:00,3002.6,-28.03452577306325,-24.133040194162152,hold,0.0,0.0,1.0095036128837798
2025-04-08 16:00:00,2985.99,-28.398530081186436,-24.98613817156701,hold,0.0,0.0,1.0095036128837798
2025-04-08 20:00:00,2981.96,-28.681570150728476,-25.725224567399305,hold,0.0,0.0,1.0095036128837798
2025-04-09 00:00:00,2980.42,-28.69931869352331,-26.320043392624108,hold,0.0,0.0,1.0095036128837798
2025-04-09 04:00:00,3012.41,-25.834257652197266,-26.222886244538742,buy,0.0,0.0026841854503727664,1.012213307793581
2025-04-09 08:00:00,3043.89,-20.783919142300874,-25.13509282409117,hold,0.0,0.0,1.012213307793581
2025-04-09 12:00:00,3047.35,-16.314236046031056,-23.37092146847915,hold,0.0,0.0,1.012213307793581
2025-04-09 16:00:00,3092.42,-9.03110272506774,-20.502957719796868,hold,0.0,0.0,1.012213307793581
2025-04-09 20:00:00,3082.78,-3.9910284396969473,-17.200571863776887,hold,0.0,0.0,1.012213307793581
2025-04-10 00:00:00,3097.1,1.1455656977273065,-13.531344351476049,hold,0.0,0.0,1.012213307793581
2025-04-10 04:00:00,3125.27,7.404087421376516,-9.344257996905537,hold,0.0,0.0,1.012213307793581
2025-04-10 08:00:00,3105.08,10.612512276983125,-5.352903942127805,hold,0.0,0.0,1.012213307793581
2025-04-10 12:00:00,3123.03,14.437203975513057,-1.3948823585996322,hold,0.0,0.0,1.012213307793581
2025-04-10 16:00:00,3158.6,20.106723637033156,2.905438840526925,hold,0.0,0.0,1.012213307793581
2025-04-10 20:00:00,3175.39,25.65889176344308,7.4561294251101575,hold,0.0,0.0,1.012213307793581
2025-04-11 00:00:00,3205.51,32.11920705606144,12.388744951300415,hold,0.0,0.0,1.012213307793581
2025-04-11 04:00:00,3208.52,37.05479075191852,17.321954111424038,hold,0.0,0.0,1.012213307793581
2025-04-11 08:00:00,3216.01,41.09691711474807,22.076946712088844,hold,0.0,0.0,1.012213307793581
2025-04-11 12:00:00,3233.58,45.19707973958839,26.700973317588755,hold,0.0,0.0,1.012213307793581
2025-04-11 16:00:00,3223.3,47.074334448627724,30.77564554379655,hold,0.0,0.0,1.012213307793581
2025-04-11 20:00:00,3237.53,49.14381509589566,34.449279454216374,hold,0.0,0.0,1.012213307793581
2025-04-14 00:00:00,3220.97,48.884133949500665,37.336250353273236,hold,0.0,0.0,1.012213307793581
2025-04-14 04:00:00,3227.35,48.63254178124771,39.59550863886813,hold,0.0,0.0,1.012213307793581
2025-04-14 08:00:00,3226.92,47.846906415451485,41.245788194184804,hold,0.0,0.0,1.012213307793581
2025-04-14 12:00:00,3206.47,45.05477720959425,42.007585997266695,hold,0.0,0.0,1.012213307793581
2025-04-14 16:00:00,3207.5,42.43593208010998,42.093255213835356,hold,0.0,0.0,1.012213307793581
2025-04-14 20:00:00,3210.46,40.13665533102585,41.70193523727346,sell,-0.33333333333333326,0.0007316186022343334,1.0129538618789922
2025-04-15 00:00:00,3211.91,37.9934994127284,40.96024807236445,hold,0.0,0.0004988308651598006,1.0134591545302802
2025-04-15 04:00:00,3231.88,37.47446273129617,40.2630910041508,hold,0.0,0.0,1.0134591545302802
2025-04-15 08:00:00,3227.66,36.30411247967504,39.47129529925565,hold,0.0,0.0,1.0134591545302802
2025-04-15 12:00:00,3221.48,34.480457866812685,38.47312781276706,hold,0.0,0.0,1.0134591545302802
2025-04-15 16:00:00,3221.4,32.65234718304009,37.308971686821664,hold,0.0,0.0,1.0134591545302802
2025-04-15 20:00:00,3229.36,31.482945967171872,36.14376654289171,hold,0.0,0.0,1.0134591545302802
2025-04-16 00:00:00,3264.44,33.00637298075435,35.51628783046424,hold,0.0,0.0,1.0134591545302802
2025-04-16 04:00:00,3283.65,35.356221803581775,35.48427462508775,hold,0.0,0.0,1.0134591545302802
2025-04-16 08:00:00,3306.96,38.65383872398934,36.11818744486807,buy,0.0,0.002436313248975987,1.0159282584957583
2025-04-16 12:00:00,3307.31,40.824862365630906,37.05952242902064,hold,0.0,0.0,1.0159282584957583
2025-04-16 16:00:00,3327.24,43.650423767308894,38.37770269667829,hold,0.0,0.0,1.0159282584957583
2025-04-16 20:00:00,3342.85,46.61198413879629,40.02455898510189,hold,0.0,0.0,1.0159282584957583
2025-04-17 00:00:00,3345.07,48.57819828581614,41.735286845244744,hold,0.0,0.0,1.0159282584957583
2025-04-17 04:00:00,3341.47,49.2779022666914,43.24380992953408,hold,0.0,0.0,1.0159282584957583
2025-04-17 08:00:00,3324.23,47.88926120023507,44.17290018367428,hold,0.0,0.0,1.0159282584957583
2025-04-17 12:00:00,3328.15,46.56825453904867,44.651971054749154,hold,0.0,0.0,1.0159282584957583
2025-04-17 16:00:00,3316.04,44.036545564739754,44.528885956747274,sell,0.0,0.0024037378122981237,1.0183702836652866
2025-04-17 20:00:00,3327.24,42.44461921091079,44.112032607579984,hold,0.0,0.0,1.0183702836652866
2025-04-21 00:00:00,3368.73,44.02342768912558,44.094311623889105,hold,0.0,0.0,1.0183702836652866
2025-04-21 04:00:00,3376.3,45.362569058790996,44.347963110869486,buy,0.0,0.002374782187946199,1.0207886912756687
2025-04-21 08:00:00,3392.83,47.21343401726017,44.92105729214762,hold,0.0,0.0,1.0207886912756687
2025-04-21 12:00:00,3414.94,49.88925774236077,45.914697382190255,hold,0.0,0.0,1.0207886912756687
2025-04-21 16:00:00,3414.54,51.38525345014705,47.008808595781616,hold,0.0,0.0,1.0207886912756687
2025-04-21 20:00:00,3424.4,52.75829563202933,48.15870600303116,hold,0.0,0.0,1.0207886912756687
2025-04-22 00:00:00,3425.46,53.31736519752667,49.19043784193027,hold,0.0,0.0,1.0207886912756687
2025-04-22 04:00:00,3484.39,57.8487460229444,50.9220994781331,hold,0.0,0.0,1.0207886912756687
2025-04-22 08:00:00,3444.07,57.52331794003294,52.24234317051307,hold,0.0,0.0,1.0207886912756687
2025-04-22 12:00:00,3431.38,55.600508838721,52.91397630415466,hold,0.0,0.0,1.0207886912756687
2025-04-22 16:00:00,3392.84,50.3859944848291,52.40837994028955,sell,0.0,0.002331423508908952,1.023168582028137
2025-04-22 20:00:00,3380.93,44.77626392853426,50.881956737938495,hold,0.0,0.0,1.023168582028137
2025-04-23 00:00:00,3367.85,38.82748626843386,48.47106264403757,hold,0.0,0.0,1.023168582028137
2025-04-23 04:00:00,3346.55,32.025139255324575,45.18187796629498,hold,0.0,0.0,1.023168582028137
2025-04-23 08:00:00,3321.4,24.32443844157433,41.01039006135085,hold,0.0,0.0,1.023168582028137
2025-04-23 12:00:00,3310.78,17.166744773348,36.24166100375027,hold,0.0,0.0,1.023168582028137
2025-04-23 16:00:00,3294.98,10.102833839286177,31.013895570857457,hold,0.0,0.0,1.023168582028137
2025-04-23 20:00:00,3288.12,3.9060622090178185,25.59232889848953,hold,0.0,0.0,1.023168582028137
2025-04-24 00:00:00,3331.77,2.4885794535762216,20.971579009506872,hold,0.0,0.0,1.023168582028137
2025-04-24 04:00:00,3326.08,0.8957530274774399,16.956413813100983,hold,0.0,0.0,1.023168582028137
