,time,open,high,low,close,tick_volume,spread,real_volume
0,2025-10-07 04:00:00,3962.76,3963.8,3955.9,3959.39,2349,9,0
1,2025-10-07 04:30:00,3959.62,3961.1,3956.03,3958.14,1992,10,0
2,2025-10-07 05:00:00,3958.14,3965.33,3957.49,3964.7,1878,10,0
3,2025-10-07 05:30:00,3964.72,3966.98,3963.76,3964.84,1667,11,0
4,2025-10-07 06:00:00,3964.71,3969.78,3960.75,3963.48,1870,10,0
5,2025-10-07 06:30:00,3963.37,3974.59,3962.97,3973.3,2023,7,0
6,2025-10-07 07:00:00,3973.43,3975.48,3971.52,3973.62,1647,15,0
7,2025-10-07 07:30:00,3973.56,3976.89,3973.17,3975.95,1793,7,0
8,2025-10-07 08:00:00,3975.71,3976.82,3960.39,3963.49,2244,12,0
9,2025-10-07 08:30:00,3963.62,3966.59,3960.68,3964.65,2154,5,0
10,2025-10-07 09:00:00,3964.67,3966.34,3959.79,3964.18,2102,11,0
11,2025-10-07 09:30:00,3964.13,3964.43,3953.88,3955.17,2186,10,0
12,2025-10-07 10:00:00,3955.25,3956.08,3944.0,3951.33,2580,5,0
13,2025-10-07 10:30:00,3951.37,3955.82,3943.19,3945.96,2446,8,0
14,2025-10-07 11:00:00,3945.91,3953.67,3940.96,3950.64,2497,5,0
15,2025-10-07 11:30:00,3950.63,3954.04,3950.36,3951.31,2120,5,0
16,2025-10-07 12:00:00,3951.27,3963.32,3951.14,3957.62,2153,8,0
17,2025-10-07 12:30:00,3957.68,3962.72,3955.15,3955.15,2088,10,0
18,2025-10-07 13:00:00,3955.04,3959.78,3954.11,3956.79,1866,7,0
19,2025-10-07 13:30:00,3956.77,3962.82,3956.35,3960.09,1786,5,0
20,2025-10-07 14:00:00,3960.22,3961.94,3956.52,3957.71,1762,8,0
21,2025-10-07 14:30:00,3957.9,3969.17,3956.46,3966.96,2076,11,0
22,2025-10-07 15:00:00,3966.8,3972.21,3964.28,3965.78,2329,5,0
23,2025-10-07 15:30:00,3965.8,3980.02,3965.05,3979.46,2452,7,0
24,2025-10-07 16:00:00,3979.25,3985.62,3977.37,3982.65,2526,10,0
25,2025-10-07 16:30:00,3982.81,3982.81,3970.55,3979.26,2657,7,0
26,2025-10-07 17:00:00,3978.98,3980.25,3969.16,3978.02,2638,5,0
27,2025-10-07 17:30:00,3978.06,3986.6,3977.67,3985.6,2626,5,0
28,2025-10-07 18:00:00,3985.61,3990.99,3979.2,3984.92,2645,5,0
29,2025-10-07 18:30:00,3984.95,3985.48,3961.92,3966.11,2705,5,0
30,2025-10-07 19:00:00,3966.42,3975.86,3963.22,3969.36,2641,5,0
31,2025-10-07 19:30:00,3969.59,3979.38,3968.64,3976.57,2408,5,0
32,2025-10-07 20:00:00,3976.59,3985.09,3976.45,3980.69,2343,7,0
33,2025-10-07 20:30:00,3981.37,3987.68,3980.65,3980.89,2331,5,0
34,2025-10-07 21:00:00,3980.96,3983.83,3974.26,3980.07,2349,6,0
35,2025-10-07 21:30:00,3979.72,3983.08,3978.42,3981.05,2109,5,0
36,2025-10-07 22:00:00,3981.0,3983.34,3978.65,3980.07,2077,5,0
37,2025-10-07 22:30:00,3980.06,3982.65,3979.26,3980.17,2089,12,0
38,2025-10-07 23:00:00,3980.33,3983.38,3980.22,3982.53,1318,6,0
39,2025-10-07 23:30:00,3982.5,3986.51,3981.76,3984.23,1396,6,0
40,2025-10-08 01:00:00,3984.87,3990.7,3983.27,3990.38,1499,5,0
41,2025-10-08 01:30:00,3990.28,3990.5,3987.34,3989.53,1199,5,0
42,2025-10-08 02:00:00,3989.58,3992.24,3988.59,3989.1,1826,12,0
43,2025-10-08 02:30:00,3989.08,3995.93,3988.42,3994.35,1841,7,0
44,2025-10-08 03:00:00,3994.34,3999.23,3994.21,3998.6,2104,7,0
45,2025-10-08 03:30:00,3998.62,3998.62,3989.57,3992.23,2582,12,0
46,2025-10-08 04:00:00,3992.32,3995.78,3984.6,3994.02,2899,8,0
47,2025-10-08 04:30:00,3994.21,4000.77,3991.02,4000.77,2558,5,0
48,2025-10-08 05:00:00,4000.6,4006.12,3995.65,4003.63,2650,9,0
49,2025-10-08 05:30:00,4003.7,4011.58,4003.6,4011.58,2218,9,0
50,2025-10-08 06:00:00,4011.5,4014.51,4008.88,4011.29,2392,6,0
51,2025-10-08 06:30:00,4011.32,4016.55,4010.39,4014.74,2279,5,0
52,2025-10-08 07:00:00,4014.91,4021.63,4014.74,4018.62,2271,5,0
