time,close,signal,position,strategy_returns,rsi_2,rsi_9,rsi_34,ema_34,ema_144,ema_21,cumulative
2025-06-06 05:30:00,3363.92,hold,0.0,0.0,,,,3363.92,3363.92,3363.92,1.0
2025-06-06 05:45:00,3363.95,hold,0.0,0.0,100.0,,,3363.921714285714,3363.9204137931033,3363.922727272727,1.0
2025-06-06 06:00:00,3361.4,hold,0.0,0.0,1.1627906976647893,,,3363.7776163265303,3363.885649464922,3363.693388429752,1.0
2025-06-06 06:15:00,3366.68,hold,0.0,0.0,67.43295019157217,,,3363.943466822157,3363.924192230923,3363.9648985725016,1.0
2025-06-06 06:30:00,3370.18,hold,0.0,0.0,100.0,,,3364.2998401466048,3364.0104792346347,3364.529907793183,1.0
2025-06-06 06:45:00,3369.72,hold,0.0,0.0,88.38383838383757,,,3364.6095635667984,3364.0892312451915,3365.001734357439,1.0
2025-06-06 07:00:00,3370.58,hold,0.0,0.0,65.15151515151672,,,3364.9507313629815,3364.1787590900854,3365.5088494158535,1.0
2025-06-06 07:15:00,3372.12,hold,0.0,0.0,100.0,,,3365.360403856525,3364.2882934474637,3366.1098631053214,1.0
2025-06-06 07:30:00,3372.1,hold,0.0,0.0,98.71794871794984,78.72191011236033,,3365.745523636152,3364.3960411240505,3366.6544210048373,1.0
2025-06-06 07:45:00,3373.71,hold,0.0,0.0,98.77300613497053,80.88328075709875,,3366.2006365712286,3364.5245095223395,3367.295837277125,1.0
2025-06-06 08:00:00,3373.96,hold,0.0,0.0,100.0,81.14499066583821,,3366.6440287671585,3364.654654218583,3367.901670251932,1.0
2025-06-06 08:15:00,3369.4,hold,0.0,0.0,5.197505197505251,72.12389380530982,,3366.8015128376064,3364.7201072638436,3368.037882047211,1.0
2025-06-06 08:30:00,3366.22,hold,0.0,0.0,0.0,48.56070087609505,,3366.7682835326004,3364.740795439515,3367.872620042919,1.0
2025-06-06 08:45:00,3366.03,hold,0.0,0.0,0.0,33.622730860301445,,3366.726095902166,3364.7585775713833,3367.7051091299268,1.0
2025-06-06 09:00:00,3362.88,hold,0.0,0.0,0.0,27.734375000001194,,3366.506318993471,3364.7326661566053,3367.2664628453877,1.0
2025-06-06 09:15:00,3364.82,hold,0.0,0.0,38.11394891944989,32.48175182481829,,3366.4099579081294,3364.7338707613417,3367.0440571321706,1.0
2025-06-06 09:30:00,3358.4,hold,0.0,0.0,23.20574162679455,17.82363977486,,3365.952246027665,3364.6465070267022,3366.2582337565186,1.0
2025-06-06 09:45:00,3360.76,hold,0.0,0.0,26.87927107061587,26.03550295858085,,3365.6555462546553,3364.5929000332303,3365.758394324108,1.0
2025-06-06 10:00:00,3361.36,hold,0.0,0.0,100.0,22.737306843267405,,3365.4100864686748,3364.5483083086338,3365.3585402946433,1.0
2025-06-06 10:15:00,3360.49,hold,0.0,0.0,40.816326530598985,21.05715513536741,,3365.1289386704643,3364.492331642308,3364.915945722403,1.0
2025-06-06 10:30:00,3358.98,hold,0.0,0.0,0.0,24.233432245301827,,3364.7775707464375,3364.4162994817243,3364.376314293094,1.0
2025-06-06 10:45:00,3359.47,hold,0.0,0.0,24.49999999999467,30.747290359383626,,3364.4742809894983,3364.348074661287,3363.930285720994,1.0
2025-06-06 11:00:00,3358.65,hold,0.0,0.0,37.40458015266964,29.680616740087643,,3364.1414649329554,3364.2694805280275,3363.450259746358,1.0
2025-06-06 11:15:00,3363.95,hold,0.0,0.0,86.601307189546,52.63417035942821,,3364.1305240796437,3364.2650739000546,3363.495690678507,1.0
2025-06-06 11:30:00,3367.11,hold,0.0,0.0,100.0,55.318160705991616,,3364.300779846521,3364.3043142600536,3363.824264253188,1.0
2025-06-06 11:45:00,3365.31,hold,0.0,0.0,63.70967741935477,70.43169722057928,,3364.358449569577,3364.318185787501,3363.959331139262,1.0
2025-06-06 12:00:00,3360.56,hold,0.0,0.0,0.0,49.48186528497338,,3364.1413953084584,3364.266348742156,3363.6503010356923,1.0
2025-06-06 12:15:00,3355.68,hold,0.0,0.0,0.0,37.955894826123185,,3363.657887005118,3364.1479163457125,3362.9257282142657,1.0
2025-06-06 12:30:00,3357.25,hold,0.0,0.0,24.341085271319344,43.32784184514041,,3363.291722033397,3364.0527726719783,3362.40975292206,1.0
2025-06-06 12:45:00,3356.71,hold,0.0,0.0,74.4075829383919,45.13084513084516,,3362.9156236314884,3363.9514930489167,3361.891593565509,1.0
2025-06-06 13:00:00,3357.89,hold,0.0,0.0,68.60465116278917,46.708333333333485,,3362.6284451382603,3363.8678862482416,3361.527812332281,1.0
2025-06-06 13:15:00,3356.66,hold,0.0,0.0,48.96265560165591,45.92380172060588,,3362.2873911303595,3363.768467127576,3361.085283938437,1.0
2025-06-06 13:30:00,3357.58,hold,0.0,0.0,42.79069767442018,34.098851722417166,,3362.018397351482,3363.683108960299,3360.7666217622154,1.0
2025-06-06 13:45:00,3360.58,hold,0.0,0.0,100.0,33.56819325616486,47.6318774815654,3361.9362032171116,3363.6403074573977,3360.7496561474686,1.0
2025-06-06 14:00:00,3361.74,hold,0.0,0.0,100.0,40.717628705147796,48.47935267857122,3361.924991604705,3363.614096320054,3360.8396874067894,1.0
2025-06-06 14:15:00,3360.91,hold,0.0,0.0,58.29145728643124,51.143043762246606,47.90286975717441,3361.8669920844363,3363.576798439777,3360.8460794607176,1.0
2025-06-06 14:30:00,3362.74,hold,0.0,0.0,68.79699248120403,78.79282218597098,50.93366778149366,3361.9168782510396,3363.565256392332,3361.0182540551978,1.0
2025-06-06 14:45:00,3358.35,hold,0.0,0.0,29.421221864951548,53.64721485411123,44.12304218992526,3361.713056636694,3363.493321821403,3360.775685504725,1.0
2025-06-06 15:00:00,3356.54,sell,-0.33333333333333326,0.0005766720760690925,0.0,49.480122324158785,40.14165943914433,3361.4174534003114,3363.397413934211,3360.3906231861133,1.0005766720760692
2025-06-06 15:15:00,3358.86,hold,0.0,0.0003176162897454422,56.17433414043831,52.77301315037241,42.35641891891914,3361.271313206008,3363.3348289144287,3360.251475623739,1.0008944715262598
2025-06-06 15:30:00,3353.14,sell,0.0,0.0009527041913029474,28.855721393035353,41.992720655141085,38.51119894598153,3360.8066667370936,3363.1942105845746,3359.604977839763,1.0018480278843347
2025-06-06 15:45:00,3353.48,sell,0.0,-0.0005964558592841337,5.610561056107642,40.42056074766381,37.52342704149946,3360.388000066402,3363.060221473063,3359.0481616725115,1.001250469757991
2025-06-06 16:00:00,3355.94,sell,0.0,0.0009542326180564124,100.0,38.878235858102,39.52553798288839,3360.133828634036,3362.9620115217103,3358.7656015204648,1.0022058956150783
2025-06-06 16:15:00,3353.78,sell,0.0,0.0009535331382562913,53.2467532467553,31.793229643184958,37.17338138756608,3359.770752712091,3362.835363086928,3358.3123650186044,1.003161532147903
2025-06-06 16:30:00,3346.83,sell,0.0,0.0009541472607027944,0.0,24.839170836312206,33.925820594857214,3359.0312811285426,3362.6145994581425,3357.268513653277,1.0041186959758444
2025-06-06 16:45:00,3343.21,sell,0.0,0.000956128635156198,0.0,17.19852200201636,34.30796884361895,3358.1272079211976,3362.3469498104437,3355.990466957524,1.0050787626141626
2025-06-06 17:00:00,3333.99,sell,0.0,0.0009571639232952217,0.0,14.797687861272323,31.99240138562972,3356.747938897129,3361.955819468231,3353.99042450684,1.006040787745807
2025-06-06 17:15:00,3324.17,sell,0.0,0.0009598109172492474,0.0,12.01595869514263,28.88418079096047,3354.886342388722,3361.4346357514273,3351.2794768244003,1.0070063966770835
2025-06-06 17:30:00,3333.72,sell,0.0,-0.0006016539466994769,49.303045947341275,24.779293739967642,36.18271417740697,3353.6768371093663,3361.0523649134766,3349.6831607494546,1.006400527304171
2025-06-06 17:45:00,3326.15,sell,0.0,0.0009598886529162072,55.782710280374076,23.892435674211654,32.60458839406198,3352.103874988831,3360.5709529836354,3347.543782499504,1.0073665597506192
2025-06-06 18:00:00,3324.07,sell,-0.33333333333333326,0.0006093130696651363,0.0,22.47800860939529,33.92940735886148,3350.5019392751833,3360.0674915631716,3345.409802272276,1.0079803613614189
2025-06-06 18:15:00,3330.84,sell,0.0,0.00019241465357846884,76.49717514124352,28.26463456875632,36.54918180183409,3349.37839988803,3359.664353748507,3344.0852747929785,1.0081743115534643
2025-06-06 18:30:00,3333.85,hold,0.0,0.0,100.0,32.99197815326801,37.894922115638295,3348.491062751571,3359.3082936968035,3343.154795266344,1.0081743115534643
2025-06-06 18:45:00,3332.22,sell,-0.6666666666666666,0.00048592468167432874,64.8706896551691,36.28684062323974,37.64315062505453,3347.5612877371955,3358.934662059606,3342.1607229694037,1.0086642083348782
2025-06-06 19:00:00,3329.38,sell,0.0,0.0006399008153735807,0.0,36.826062107067806,37.21050812305557,3346.522357009356,3358.527011548439,3340.998839063094,1.00930965338423
2025-06-06 19:15:00,3323.98,sell,0.0,0.0009611399119355009,0.0,39.71645777686457,35.28972892315343,3345.2342223231067,3358.0505010443226,3339.4516718755394,1.0102797411755995
2025-06-06 19:30:00,3324.88,sell,-0.33333333333333326,0.00031087230769535044,14.285714285715315,50.89308176100636,36.01192941761242,3344.071123904643,3357.592976891987,3338.1269744323085,1.0105938091701567
2025-06-06 19:45:00,3322.76,sell,0.0,0.00019254026799199274,29.801324503314447,33.044554455445805,32.47681443035833,3342.853345395806,3357.112522038304,3336.729976756644,1.0107883891730054
2025-06-06 20:00:00,3325.61,sell,0.0,-0.0006019092561605412,57.34406438631839,49.021739130434824,32.29824262071308,3341.8680113731884,3356.6780044929483,3335.7190697787673,1.0101799862855425
2025-06-06 20:15:00,3323.99,sell,-0.6666666666666666,0.0004851240323831029,63.7583892617393,49.85261606484823,32.347915242651936,3340.846410723292,3356.2271354654595,3334.6527907079703,1.010670048873922
2025-06-06 20:30:00,3322.24,sell,0.0,0.0006414863238122365,0.0,30.560578661843564,33.198877586811506,3339.7831872533898,3355.7583473900736,3333.524355189064,1.0113183798881613
2025-06-06 20:45:00,3323.63,sell,0.0,-0.000602003467539973,44.267515923572695,25.07317073170836,35.50429669832663,3338.860147981767,3355.3151977709,3332.6248683536946,1.0107095627166818
2025-06-06 21:00:00,3315.34,sell,0.0,0.0009628027187141222,14.359504132234363,18.924889543447236,32.13097979022767,3337.516139525666,3354.7638157326805,3331.053516685177,1.0116826766314957
2025-06-06 21:15:00,3315.95,sell,0.0,-0.0006032563779280556,6.853932584266261,23.064580826313403,32.63166865518984,3336.2837886956277,3354.2284527570573,3329.680469713797,1.0110723726043784
2025-06-06 21:30:00,3319.55,sell,0.0,-0.0006031454032780953,100.0,40.423692174665526,33.99298597194398,3335.3275721987343,3353.750129270753,3328.7595179216332,1.0104625489504606
2025-06-06 21:45:00,3317.49,sell,-0.33333333333333326,0.0006085162145471957,63.60424028268336,34.78797859201305,33.75901816070983,3334.3082823588065,3353.2499895566734,3327.735016292394,1.0110774317956897
2025-06-06 22:00:00,3316.04,sell,0.0,0.0003213286941502932,0.0,35.77476714648597,32.85171730515191,3333.264380509732,3352.736748321409,3326.6718329930854,1.0114023199865334
2025-06-06 22:15:00,3315.03,sell,-0.33333333333333326,0.0005036127429101843,0.0,25.711662075299344,30.882229497188007,3332.2224159091757,3352.2166552411136,3325.6134845391684,1.0119116750830874
2025-06-06 22:30:00,3315.8,sell,0.0,0.00032166881782686753,43.25842696629731,30.434782608696878,30.65521307057449,3331.2839921429368,3351.7143565481324,3324.721349581062,1.0122371755153567
2025-06-06 22:45:00,3312.44,sell,0.0,0.0009650763013450202,18.644067796609235,28.2608695652184,30.01566751875987,3330.2071925919117,3351.1726412853995,3323.6048632555107,1.013214061624787
2025-06-06 23:00:00,3307.39,sell,0.0,0.0009660552342079609,0.0,19.00763358778613,27.7692987388546,3328.903353015231,3350.568742784911,3322.130784777737,1.0141928823723927
2025-06-06 23:15:00,3311.08,sell,0.0,-0.000604706430145825,42.219679633866754,40.138888888888545,30.907181517085462,3327.8848757000746,3350.024070470636,3321.126167979761,1.013579593415014
2025-06-06 23:30:00,3311.13,sell,-1.0,-1.5100813027801863e-05,100.0,38.54562737642703,31.393919527985076,3326.927454231499,3349.4876005331103,3320.217425436146,1.0135642875390851
2025-06-06 23:45:00,3312.12,sell,-1.0,-0.00029899158293389405,100.0,29.842647856754823,30.637945318972598,3326.081313989699,3348.9721853533433,3319.481295851042,1.0132612403483485
2025-06-09 01:00:00,3317.33,sell,0.0,-0.0006040325211109366,100.0,49.62928637627466,35.1027539728763,3325.581238904573,3348.535741417435,3319.2857235009474,1.0126491976067968
2025-06-09 01:15:00,3318.06,sell,-1.0,-0.00022005649121425996,100.0,54.84180249280912,35.31265549842425,3325.151453824312,3348.1153863634013,3319.17429409177,1.0124263575775405
2025-06-09 01:30:00,3312.21,sell,0.0,0.0009646311943640874,11.094224924012565,44.51361867704254,32.36266838751307,3324.4119421772084,3347.6201396549404,3318.5411764470637,1.0134029756240561
2025-06-09 01:45:00,3314.94,sell,-0.33333333333333326,0.00012780993153614374,31.818181818182296,48.44540853217622,34.40661634816118,3323.8706883385107,3347.1693791079756,3318.213796770058,1.013532498588989
2025-06-09 02:00:00,3317.07,hold,0.0,0.00019322446342472972,100.0,58.75898600075682,37.57099899766129,3323.48207757631,3346.7542152582105,3318.109815245507,1.0137283378621924
2025-06-09 02:15:00,3315.94,sell,-0.33333333333333326,0.0005155151986542409,65.33742331288241,68.99155930697489,38.36901816941057,3323.0511017148065,3346.3291915994764,3317.912559314097,1.0142509302276668
2025-06-09 02:30:00,3315.57,sell,0.0,0.00032156893483303205,0.0,61.698801459093865,41.502122162760806,3322.623610188246,3345.9049268877593,3317.6995993764517,1.0145770818189535
2025-06-09 02:45:00,3318.03,hold,0.0,0.0,86.92579505300705,65.9722222222225,46.960997822213486,3322.361118177489,3345.5204451375835,3317.7296357967743,1.0145770818189535
2025-06-09 03:00:00,3311.77,sell,0.0,0.000964427687513319,28.211009174311513,49.34871604019371,38.770080834953596,3321.7559114244896,3345.0549217563753,3317.1878507243405,1.0155555680477761
2025-06-09 03:15:00,3310.16,sell,0.0,0.0009662506756205347,0.0,34.59389772238947,41.28800261523369,3321.093287914519,3344.57361249077,3316.5489552039458,1.0165368493015325
2025-06-09 03:30:00,3302.84,sell,0.0,0.0009667206419024513,0.0,24.51440053583434,39.057829089784626,3320.0502428908317,3343.997976456414,3315.302686549042,1.0175195564570068
