,time,open,high,low,close,tick_volume,spread,real_volume
0,2025-10-21 01:15:00,4362.24,4375.4,4362.08,4371.75,1030,5,0
1,2025-10-21 01:30:00,4371.8,4371.85,4357.72,4358.87,1057,9,0
2,2025-10-21 01:45:00,4359.16,4370.19,4357.67,4367.31,988,11,0
3,2025-10-21 02:00:00,4367.58,4371.59,4365.61,4367.56,1046,5,0
4,2025-10-21 02:15:00,4367.6,4368.21,4360.02,4362.09,1006,16,0
5,2025-10-21 02:30:00,4362.11,4362.79,4357.76,4361.15,956,16,0
6,2025-10-21 02:45:00,4361.22,4362.5,4356.77,4360.41,1121,16,0
7,2025-10-21 03:00:00,4360.36,4363.87,4356.55,4359.17,1208,9,0
8,2025-10-21 03:15:00,4359.33,4370.21,4355.92,4368.51,1284,5,0
9,2025-10-21 03:30:00,4368.7,4371.09,4366.68,4369.94,1121,11,0
10,2025-10-21 03:45:00,4369.99,4370.99,4364.48,4368.89,1241,16,0
11,2025-10-21 04:00:00,4368.47,4372.15,4358.22,4359.11,1408,5,0
12,2025-10-21 04:15:00,4359.17,4361.09,4349.32,4350.14,1384,5,0
13,2025-10-21 04:30:00,4350.15,4350.15,4333.07,4346.27,1421,5,0
14,2025-10-21 04:45:00,4346.24,4350.9,4339.01,4350.57,1366,5,0
15,2025-10-21 05:00:00,4350.71,4350.97,4341.06,4345.67,1295,6,0
16,2025-10-21 05:15:00,4345.85,4355.3,4343.86,4350.5,1233,9,0
17,2025-10-21 05:30:00,4350.51,4351.23,4336.06,4340.01,1291,6,0
18,2025-10-21 05:45:00,4339.9,4344.66,4335.09,4338.96,1264,5,0
19,2025-10-21 06:00:00,4338.92,4346.85,4337.86,4342.21,1218,6,0
20,2025-10-21 06:15:00,4342.28,4349.44,4339.64,4348.82,1184,5,0
21,2025-10-21 06:30:00,4349.2,4350.57,4346.59,4347.52,988,5,0
22,2025-10-21 06:45:00,4347.72,4348.61,4343.23,4346.56,984,13,0
23,2025-10-21 07:00:00,4346.48,4346.88,4342.88,4343.87,906,5,0
24,2025-10-21 07:15:00,4343.85,4345.42,4342.35,4342.93,916,9,0
25,2025-10-21 07:30:00,4342.78,4343.38,4338.96,4339.61,963,13,0
26,2025-10-21 07:45:00,4339.6,4344.13,4337.44,4341.98,1015,5,0
27,2025-10-21 08:00:00,4341.86,4344.14,4331.54,4334.48,1239,11,0
28,2025-10-21 08:15:00,4334.6,4335.54,4329.67,4332.89,1172,5,0
29,2025-10-21 08:30:00,4332.85,4333.14,4317.01,4322.87,1360,5,0
30,2025-10-21 08:45:00,4323.03,4329.17,4322.04,4323.45,1248,10,0
31,2025-10-21 09:00:00,4323.07,4330.49,4317.38,4329.42,1291,5,0
32,2025-10-21 09:15:00,4329.52,4330.38,4323.13,4324.2,1246,5,0
