,time,open,high,low,close,tick_volume,spread,real_volume
0,2025-09-05 11:00:00,3547.99,3549.83,3544.86,3546.04,3993,8,0
1,2025-09-05 12:00:00,3546.04,3553.69,3546.01,3552.39,3811,5,0
2,2025-09-05 13:00:00,3552.31,3552.95,3549.49,3551.81,3718,9,0
3,2025-09-05 14:00:00,3551.8,3555.09,3547.75,3553.23,4249,6,0
4,2025-09-05 15:00:00,3553.24,3586.81,3548.83,3580.24,5836,5,0
5,2025-09-05 16:00:00,3580.69,3595.15,3573.44,3594.4,6166,5,0
6,2025-09-05 17:00:00,3594.29,3597.63,3573.44,3590.04,6001,5,0
7,2025-09-05 18:00:00,3590.05,3595.5,3581.82,3591.98,5469,5,0
8,2025-09-05 19:00:00,3592.13,3600.0,3591.24,3595.25,4860,5,0
9,2025-09-05 20:00:00,3595.42,3597.39,3590.57,3596.39,4611,5,0
10,2025-09-05 21:00:00,3596.41,3597.23,3592.61,3595.49,4063,5,0
11,2025-09-05 22:00:00,3595.48,3595.96,3592.68,3594.85,4228,8,0
12,2025-09-05 23:00:00,3595.01,3595.4,3586.49,3587.37,2841,7,0
13,2025-09-08 01:00:00,3592.28,3596.56,3587.35,3592.19,4011,7,0
14,2025-09-08 02:00:00,3592.2,3594.02,3587.72,3591.22,3577,5,0
15,2025-09-08 03:00:00,3591.26,3594.25,3586.91,3594.17,4376,10,0
16,2025-09-08 04:00:00,3594.23,3597.07,3584.98,3589.46,4975,10,0
17,2025-09-08 05:00:00,3589.61,3594.31,3586.64,3590.57,4543,8,0
18,2025-09-08 06:00:00,3590.71,3592.2,3583.04,3583.55,3984,10,0
19,2025-09-08 07:00:00,3583.53,3584.72,3579.64,3581.54,3483,5,0
20,2025-09-08 08:00:00,3581.38,3591.57,3581.21,3591.15,3885,8,0
21,2025-09-08 09:00:00,3591.2,3598.83,3589.54,3597.97,4297,5,0
22,2025-09-08 10:00:00,3598.06,3613.63,3596.44,3609.47,4675,5,0
23,2025-09-08 11:00:00,3609.51,3617.11,3607.21,3611.36,4267,5,0
24,2025-09-08 12:00:00,3611.3,3614.92,3608.67,3613.76,3814,5,0
25,2025-09-08 13:00:00,3613.94,3622.36,3613.63,3616.97,3970,5,0
26,2025-09-08 14:00:00,3617.0,3619.99,3612.99,3619.93,3823,6,0
27,2025-09-08 15:00:00,3619.88,3626.15,3614.99,3624.2,4670,8,0
28,2025-09-08 16:00:00,3624.36,3636.93,3620.51,3633.51,5168,5,0
29,2025-09-08 17:00:00,3633.52,3640.91,3628.99,3640.66,5125,5,0
30,2025-09-08 18:00:00,3640.75,3646.35,3633.27,3639.32,4887,5,0
31,2025-09-08 19:00:00,3639.3,3641.74,3635.87,3640.59,4180,5,0
32,2025-09-08 20:00:00,3640.58,3641.1,3632.51,3633.37,3948,5,0
33,2025-09-08 21:00:00,3633.39,3636.59,3631.77,3636.03,3676,5,0
34,2025-09-08 22:00:00,3636.04,3637.63,3632.59,3636.5,3864,5,0
