time,close,signal,position,strategy_returns,rsi,volume_ratio,volatility,ema_fast,ema_slow,bb_upper,bb_lower,cumulative
2025-11-06 07:56:00,3987.33,hold,0.0,0.0,28.403755868543996,1.0834553440702783,0.7691727157581872,3988.043902077539,3988.3019776704896,3989.848131053298,3987.186868946702,1.0
2025-11-06 07:57:00,3987.09,hold,0.0,0.0,23.84259259259632,0.9956709956709957,0.9088509228691191,3987.7259063834204,3988.123693583248,3989.9487903382283,3986.927876328438,1.0
2025-11-06 07:58:00,3986.83,hold,0.0,0.0,34.797297297298286,1.0771470160116448,1.019381075838547,3987.4272531813267,3987.9341933010196,3990.0606037610887,3986.632729572244,1.0
2025-11-06 07:59:00,3988.03,hold,0.0,0.0,38.338658146966665,1.1688311688311688,0.9694609040309015,3987.6281767445516,3987.9481764103975,3990.044371946458,3986.6006280535416,1.0
2025-11-06 08:00:00,3986.8,hold,0.0,0.0,35.087719298248174,1.156558533145275,0.933469632904691,3987.352110541162,3987.781115512902,3989.958318266737,3986.3033483999293,1.0
2025-11-06 08:01:00,3986.74,hold,0.0,0.0,40.13377926421389,1.151761517615176,0.8781774055138399,3987.1480701028036,3987.6300315458257,3989.781986476334,3986.0730135236654,1.0
2025-11-06 08:02:00,3987.94,hold,0.0,0.0,60.7594936708817,1.1413748378728925,0.6608420554274772,3987.412049832731,3987.674911918438,3989.43349346719,3986.164839866144,1.0
2025-11-06 08:03:00,3988.77,buy,0.33333333333333326,0.0002365465210944492,71.46017699114681,1.0800508259212198,0.7722758574495394,3987.864703429435,3987.833163964464,3989.3121857863944,3986.2194808802715,1.0002365465210945
2025-11-06 08:04:00,3988.54,hold,0.0,8.024192941719585e-05,57.18309859154468,0.8408796895213454,0.7382930764039479,3988.0898034602083,3987.935140765951,3989.044604547397,3986.3520621192697,1.000316807431461
2025-11-06 08:05:00,3987.09,sell,-0.33333333333333326,0.00028832605414509964,53.84615384615292,1.010230179028133,0.748928122941452,3987.756534481453,3987.8133827310426,3989.0274251418164,3986.2625748581845,1.0006052248294428
2025-11-06 08:06:00,3986.48,hold,0.0,0.0001337164309078768,46.99074074074358,0.9808917197452229,0.817481906017418,3987.331022001374,3987.6215168713884,3988.8029912327725,3986.1070087672274,1.0007390221888548
2025-11-06 08:07:00,3985.8,hold,0.0,0.0,21.842105263157535,0.9137055837563453,0.9656293284687836,3986.8206805456634,3987.3596829077405,3988.862881003728,3985.7104523296057,1.0007390221888548
2025-11-06 08:08:00,3987.0,hold,0.0,0.0,28.77697841726446,1.0075566750629723,0.9578616230374699,3986.8804537586834,3987.3080261484442,3988.842021883153,3985.6763114501805,1.0007390221888548
2025-11-06 08:09:00,3987.95,hold,0.0,0.0,43.967280163596975,0.9746835443037974,0.9515770535736633,3987.2369694172967,3987.4001547763305,3988.949295482186,3985.712371184481,1.0007390221888548
2025-11-06 08:10:00,3989.01,hold,0.0,0.0,71.33333333333414,0.9114249037227213,1.0690889163724342,3987.82797988212,3987.6310307024123,3989.3178776487325,3985.707122351268,1.0007390221888548
2025-11-06 08:11:00,3988.55,hold,0.0,0.0,73.79310344827825,0.9281045751633987,1.0733131468077977,3988.0686533282064,3987.7627511899686,3989.424233937642,3985.6874327290257,1.0007390221888548
2025-11-06 08:12:00,3989.6,hold,0.0,0.0,90.2542372881344,0.8141112618724559,1.2293489695315256,3988.579102322673,3988.025967508242,3989.87746934849,3985.7008639848436,1.0007390221888548
2025-11-06 08:13:00,3988.12,hold,0.0,0.0,61.199999999998916,0.9944751381215469,1.193670343473523,3988.4260681943556,3988.039433706633,3989.909729135947,3985.898604197387,1.0007390221888548
2025-11-06 08:14:00,3987.09,hold,0.0,0.0,41.535433070869246,0.984952120383037,1.1837083912665307,3987.980712089293,3987.903514950305,3989.8825802903666,3985.7840863763004,1.0007390221888548
2025-11-06 08:15:00,3986.83,sell,-1.0,6.521046678154008e-05,24.532710280368917,1.0684931506849316,1.2005743995638805,3987.5971413697366,3987.7498791851767,3989.707625498185,3985.6357078351493,1.0008042808476183
2025-11-06 08:16:00,3986.02,hold,-0.6666666666666666,0.00020232848584182317,22.67818574513619,0.9806629834254142,1.257546553147306,3987.071427558694,3987.5023717986564,3989.599583324621,3985.323750008712,1.0010067720623863
2025-11-06 08:17:00,3986.7,hold,-0.33333333333333326,4.345838376943901e-05,15.962441314551043,1.019283746556474,1.1415004745214736,3986.9476183691445,3987.3875955019544,3989.596456071345,3985.2618772619885,1.0010502741988423
2025-11-06 08:18:00,3986.79,hold,0.0,8.02590360388183e-05,26.82926829268331,0.965034965034965,1.157364822920048,3986.8950789118253,3987.3021278562883,3989.5880155350405,3985.32198446496,1.0011306175288759
2025-11-06 08:19:00,3986.93,buy,1.0,3.5115970492549664e-05,45.95959595958819,0.8726752503576537,1.1743764302809934,3986.9067192746884,3987.248915043467,3989.496685577765,3985.6016477555672,1.0011657732021002
2025-11-06 08:20:00,3986.14,hold,1.0,-0.00019814744678237073,36.254980079678894,0.9640287769784173,1.1316462933854257,3986.6511461810965,3987.0903665978244,3989.5440768137832,3985.4109231862158,1.0009673947603344
2025-11-06 08:21:00,3986.62,hold,1.0,0.00012041724575651003,63.7614678899072,0.8771929824561403,1.052206147946959,3986.6407641206765,3987.0231233797153,3989.4590679839866,3985.274265349347,1.0010879284971035
2025-11-06 08:22:00,3985.63,hold,0.0,-0.0002508283606610832,28.514056224903555,1.0086455331412103,0.6808499589970162,3986.303842745929,3986.823983936064,3989.132106605562,3985.037893394439,1.000836827253121
2025-11-06 08:23:00,3986.82,buy,0.6666666666666666,0.00026595544493602055,50.41782729805296,1.1269614835948645,0.46752421208798184,3986.4758951643576,3986.8234145037686,3988.8131866653694,3985.0684800012978,1.0011030052568215
2025-11-06 08:24:00,3987.41,hold,0.0,0.00026762812069023114,55.940594059406884,0.9235209235209235,0.5164504924100957,3986.7872634433934,3986.9072501099045,3987.9288199454195,3985.587846721247,1.0013709285727357
2025-11-06 08:25:00,3988.34,hold,0.0,0.0,76.3157894736885,0.9824046920821113,0.7586830695352113,3987.304842296137,3987.112007543181,3988.0254976836877,3985.5278356496456,1.0013709285727357
2025-11-06 08:26:00,3988.53,hold,0.0,0.0,74.55012853470915,1.0014727540500736,0.8966660470872859,3987.7132281977097,3987.3146448034177,3988.4410917141386,3985.3522416191954,1.0013709285727357
2025-11-06 08:27:00,3987.05,hold,0.0,0.0,66.21004566210088,0.9970238095238095,0.8908572650350632,3987.4921521317037,3987.276827699858,3988.460857925961,3985.369142074038,1.0013709285727357
2025-11-06 08:28:00,3987.31,hold,0.0,0.0,57.101449275359535,0.9865470852017937,0.8907275428292025,3987.43143475445,3987.2815677497683,3988.491802153463,3985.553197846538,1.0013709285727357
2025-11-06 08:29:00,3987.12,sell,-1.0,4.765117334748492e-05,45.24590163934514,1.0059171597633136,0.8892449981111047,3987.3276231696123,3987.258481842302,3988.515815622399,3985.5991843776,1.0014186450724383
2025-11-06 08:30:00,3985.91,sell,0.0,0.0004012730387153016,13.513513513508343,1.0044313146233381,0.9192170581527779,3986.8550821130098,3987.0658072388023,3988.557203365073,3985.4111299682604,1.0018204873751726
2025-11-06 08:31:00,3986.67,hold,0.0,0.0,26.15384615384508,1.2108262108262107,0.9166054525010087,3986.793388075334,3987.009254708116,3988.543952755592,3985.3810472444084,1.0018204873751726
2025-11-06 08:32:00,3985.9,buy,1.0,-0.0001931436512176976,31.974921630092922,1.0227272727272727,0.8720754299683791,3986.4955920502043,3986.850768997032,3988.565100186005,3985.319899813996,1.0016269921083762
2025-11-06 08:33:00,3985.73,hold,0.0,-0.0002508359106723155,24.516129032262228,1.0329985652797704,0.9739615552527532,3986.2403947001258,3986.6906411679065,3988.6049340881996,3985.131732578467,1.0013757480896568
2025-11-06 08:34:00,3986.09,hold,0.0,0.0,34.250764525999884,0.9957325746799431,1.0008468636330035,3986.1902631334156,3986.6048270311235,3988.5611600524558,3985.252173280877,1.0013757480896568
2025-11-06 08:35:00,3985.89,hold,0.0,0.0,49.55752212389434,0.8489208633093526,0.893805845186227,3986.090175422275,3986.502700462415,3988.566507189101,3985.091826144232,1.0013757480896568
2025-11-06 08:36:00,3987.37,hold,0.0,0.0,61.744966442948105,0.9913793103448276,0.6641485777548087,3986.5167836148553,3986.626609154272,3988.5593550509475,3985.09231161572,1.0013757480896568
2025-11-06 08:37:00,3986.96,hold,0.0,0.0,70.22900763358408,0.7363770250368188,0.6564932089014631,3986.6645224099047,3986.6742393035343,3988.223562865121,3985.198103801545,1.0013757480896568
2025-11-06 08:38:00,3986.55,hold,0.0,0.0,64.33566433566656,0.8915304606240714,0.5925359810927239,3986.6263482732697,3986.656489909902,3987.6526226702617,3985.4390439964045,1.0013757480896568
2025-11-06 08:39:00,3986.19,hold,0.0,0.0,51.748251748250084,0.9566517189835575,0.5410319358009071,3986.480898848846,3986.589845527853,3987.5554874499394,3985.3928458833943,1.0013757480896568
2025-11-06 08:40:00,3985.92,hold,0.0,0.0,50.51194539249491,0.9077155824508322,0.5401861818965715,3986.293932565897,3986.494149658645,3987.3615835060523,3985.355083160614,1.0013757480896568
2025-11-06 08:41:00,3986.14,hold,0.0,0.0,13.173652694601813,0.9433962264150944,0.5286712904389185,3986.242621710598,3986.4435551957617,3987.185568101449,3985.3677652318843,1.0013757480896568
2025-11-06 08:42:00,3985.12,hold,0.0,0.0,9.64912280700986,0.799347471451876,0.636521798527954,3985.8684144737317,3986.254470582098,3987.2903002472062,3985.13136641946,1.0013757480896568
2025-11-06 08:43:00,3985.36,hold,0.0,0.0,21.800947867298987,1.116584564860427,0.6761401892779829,3985.6989429824876,3986.126686000288,3987.2304946992895,3984.9728386340444,1.0013757480896568
2025-11-06 08:44:00,3984.21,hold,0.0,0.0,15.862068965518006,1.0166666666666666,0.9162053384607287,3985.2026286549917,3985.8528680757336,3987.4595566991447,3984.4621099675214,1.0013757480896568
2025-11-06 08:45:00,3984.53,hold,0.0,0.0,26.440677966106037,0.9380234505862646,1.0241446295441599,3984.9784191033277,3985.663883586226,3987.5336004746428,3984.1880661920245,1.0013757480896568
2025-11-06 08:46:00,3982.51,hold,0.0,0.0,11.789473684217825,1.3157894736842106,1.3240212317878852,3984.155612735552,3985.213321971319,3987.965680789918,3983.159319210082,1.0013757480896568
2025-11-06 08:47:00,3984.52,buy,0.0,0.0004017566810880347,44.77351916376408,1.2125984251968505,1.2144431737325616,3984.2770751570347,3985.1142746909377,3987.901439638692,3982.9952270279746,1.0017780574867314
2025-11-06 08:48:00,3985.31,hold,0.0,0.0,49.602543720189324,1.140215716486903,1.1092585111001005,3984.6213834380233,3985.1422357601828,3987.474735736622,3983.0785975967115,1.0017780574867314
2025-11-06 08:49:00,3985.76,sell,-1.0,-0.00011291467915919284,63.864042933811646,1.0276073619631902,1.06462095497949,3985.0009222920153,3985.230488635295,3987.184238334111,3983.1690949992217,1.0016649420387815
2025-11-06 08:50:00,3986.37,sell,0.0,-0.0002509215092426938,65.64625850339965,1.2296296296296296,1.1188689725706558,3985.4572815280103,3985.3932773025476,3987.134854120306,3983.1884792130277,1.0014136027597698
2025-11-06 08:51:00,3989.14,hold,0.0,0.0,100.0,1.0218978102189782,1.7097371467901985,3986.684854352007,3985.9285271489252,3988.2412607681035,3982.573739231896,1.0014136027597698
2025-11-06 08:52:00,3988.85,hold,0.0,0.0,94.09368635437939,0.9272467902995721,2.044353741950024,3987.4065695680047,3986.3458829174942,3989.003191204428,3982.3001421289055,1.0014136027597698
2025-11-06 08:53:00,3989.05,hold,0.0,0.0,93.28703703703813,1.0212765957446808,2.301797606703253,3987.954379712003,3986.7321873445567,3989.683128445781,3982.1052048875526,1.0014136027597698
2025-11-06 08:54:00,3988.72,hold,0.0,0.0,85.23809523808796,1.01813110181311,2.3480308534793157,3988.209586474669,3987.016161832852,3990.220782491396,3982.167550841937,1.0014136027597698
2025-11-06 08:55:00,3992.1,hold,0.0,0.0,91.10473457675349,0.9822646657571624,2.8231426539311357,3989.506390983113,3987.742427172293,3991.772510620142,3981.7391560465244,1.0014136027597698
2025-11-06 08:56:00,3991.86,hold,0.0,0.0,80.63063063062998,1.2231182795698923,2.6266023680793644,3990.2909273220753,3988.3306537670223,3992.824282823399,3981.962383843268,1.0014136027597698
2025-11-06 08:57:00,3991.05,hold,0.0,0.0,72.17741935483926,1.0349462365591398,2.4227002841180822,3990.5439515480507,3988.7191328787153,3993.411638945553,3982.461694387781,1.0014136027597698
2025-11-06 08:58:00,3990.57,sell,0.0,0.0004008970070532589,64.5038167938923,1.1492734478203435,2.128912346193682,3990.5526343653673,3988.983543096611,3993.2719462519403,3983.944720414727,1.0018150664759387
2025-11-06 08:59:00,3991.5,sell,0.0,-0.0002505907677349351,73.80136986301667,1.0389610389610389,1.8032221161013293,3990.8684229102446,3989.34303767314,3993.443605700417,3984.936394299584,1.001564020869302
2025-11-06 09:00:00,3996.38,hold,0.0,0.0,79.15531335150123,1.2372448979591837,2.3178908036774297,3992.7056152734967,3990.348319762922,3995.199531291798,3985.0254687082015,1.001564020869302
2025-11-06 09:01:00,3996.61,hold,0.0,0.0,82.4010914051845,1.141439205955335,2.8274702081137124,3994.007076848998,3991.2428468514404,3996.479574783323,3985.5537585500097,1.001564020869302
2025-11-06 09:02:00,3995.92,hold,0.0,0.0,83.77253814146925,1.0830324909747293,2.926451017110346,3994.6447178993326,3991.9110124451063,3997.134786940111,3986.490213059889,1.001564020869302
2025-11-06 09:03:00,3997.51,hold,0.0,0.0,91.70673076923028,1.0600706713780919,3.07707581244658,3995.5998119328883,3992.7108686906286,3998.3465083584583,3986.673491641542,1.001564020869302
2025-11-06 09:04:00,3997.12,hold,0.0,0.0,86.11825192801682,0.9662398137369033,2.849677564603959,3996.1065412885923,3993.3407451863204,3999.089853499612,3987.3084798337222,1.001564020869302
2025-11-06 09:05:00,3997.88,hold,0.0,0.0,70.49180327868424,1.0568181818181819,2.9902210992174023,3996.697694192395,3993.9892106841835,3999.780441580663,3988.0895584193368,1.001564020869302
2025-11-06 09:06:00,3997.09,hold,0.0,0.0,55.687203791468455,0.9931506849315069,2.90615458027016,3996.82846279493,3994.4321808935356,3999.8642298460504,3989.400770153949,1.001564020869302
2025-11-06 09:07:00,3997.43,hold,0.0,0.0,69.50904392764377,0.9307604994324632,2.585508546576994,3997.0289751966197,3994.860441020369,4000.2814451005393,3989.8718882327935,1.001564020869302
2025-11-06 09:08:00,3997.22,sell,-1.0,5.2533752936234634e-05,44.17670682730139,0.8314087759815243,1.8376204420022701,3997.09265013108,3995.197521046288,4000.4922364133345,3990.5544302533317,1.0016166367861241
2025-11-06 09:09:00,3997.12,hold,-1.0,2.501738708404755e-05,50.0,0.7420494699646643,0.5773271746939826,3997.101766754053,3995.472161016718,4000.3468578110705,3991.711475522263,1.0016416946172366
2025-11-06 09:10:00,3997.02,hold,-1.0,2.501801296928008e-05,22.077922077909037,0.6930693069306931,0.5311371448504287,3997.0745111693686,3995.6932809542163,3999.5886335157006,3993.5446998176317,1.001666753702143
2025-11-06 09:11:00,3997.0,hold,-0.6666666666666666,7.004534605627894e-05,44.15584415583111,0.9709962168978563,0.5055129407902224,3997.0496741129123,3995.8799551634893,3997.9650976740095,3996.08490232599,1.0017369157965392
2025-11-06 09:12:00,3997.05,hold,0.0,0.00010673524406103045,10.416666666704174,0.9523809523809523,0.2813143752999672,3997.0497827419417,3996.0471044718015,3997.9470959957616,3996.2145706709052,1.0018438364307318
2025-11-06 09:13:00,3997.02,hold,0.0,0.0,16.66666666671719,0.9842519685039369,0.2723661750404523,3997.0398551612943,3996.1860895800105,3997.9408806871506,3996.289119312849,1.0018438364307318
2025-11-06 09:14:00,3998.25,hold,0.0,0.0,89.51048951048529,0.9827357237715804,0.4278317425954827,3997.443236774196,3996.4809339852777,3998.0216599204505,3996.5966734128824,1.0018438364307318
2025-11-06 09:15:00,3998.5,hold,0.0,0.0,96.83544303796394,1.2,0.5479862122908511,3997.795491182797,3996.7693720373186,3998.334746534276,3996.448586799057,1.0018438364307318
2025-11-06 09:16:00,4000.19,hold,0.0,0.0,99.07692307691705,1.1126005361930296,1.033634364739554,3998.593660788531,3997.258033247361,3999.3629623284505,3995.9320376715486,1.0018438364307318
2025-11-06 09:17:00,3999.27,hold,0.0,0.0,76.94174757281084,1.1229946524064172,1.1422511885515898,3998.819107192354,3997.545457105726,3999.6751014821634,3995.8515651845023,1.0018438364307318
2025-11-06 09:18:00,3998.63,hold,0.0,0.0,67.01902748414506,0.9625668449197862,1.140947462015783,3998.7560714615697,3997.7003918218,3999.8111305123507,3995.972202820983,1.0018438364307318
2025-11-06 09:19:00,4000.45,hold,0.0,0.0,70.67669172932273,1.0457516339869282,1.3250475882317876,3999.320714307713,3998.0931930268225,4000.4510419962885,3995.8356246703784,1.0018438364307318
2025-11-06 09:20:00,4007.67,hold,0.0,0.0,87.30675345809642,1.2252475247524752,3.1589134911245442,4002.1038095384756,3999.4613084182934,4004.4110318931757,3993.617301440157,1.0018438364307318
2025-11-06 09:21:00,4007.47,hold,0.0,0.0,83.70370370370196,1.1501210653753027,3.917887752910291,4003.892539692317,4000.6054072942325,4006.695781191992,3993.057552141341,1.0018438364307318
2025-11-06 09:22:00,4007.67,hold,0.0,0.0,91.66666666666553,1.015531660692951,4.3132684178475555,4005.1516931282113,4001.614634883021,4008.458462647249,3993.069870686084,1.0018438364307318
2025-11-06 09:23:00,4006.26,hold,0.0,0.0,85.16129032257997,0.9929078014184398,4.2330215108200075,4005.521128752141,4002.2782585046357,4009.398439892838,3993.673226773829,1.0018438364307318
2025-11-06 09:24:00,4006.24,hold,0.0,0.0,81.98895027623904,1.0751445086705202,4.107311231877447,4005.760752501427,4002.8442215998725,4010.0694571563363,3994.5338761769963,1.0018438364307318
2025-11-06 09:25:00,4006.48,hold,0.0,0.0,21.25603864735659,1.0092807424593968,3.852442371038239,4006.000501667618,4003.3636185334253,4010.510756638743,3995.6692433612575,1.0018438364307318
2025-11-06 09:26:00,4006.36,hold,0.0,0.0,22.110552763837006,0.9101516919486581,3.657734575139243,4006.1203344450787,4003.7916730422476,4010.815859155376,3996.7158075112907,1.0018438364307318
2025-11-06 09:27:00,4006.71,hold,0.0,0.0,27.570093457946513,0.7756563245823389,3.1653513057531617,4006.316889630052,4004.208576904706,4010.964146396368,3997.9358536036325,1.0018438364307318
2025-11-06 09:28:00,4004.82,hold,0.0,0.0,22.519083969468227,0.9026128266033254,2.1323229377965838,4005.817926420035,4004.2959230632155,4010.8858709365713,3998.785795730095,1.0018438364307318
2025-11-06 09:29:00,4004.37,hold,0.0,0.0,19.344262295085585,0.7971014492753623,1.112407299482101,4005.335284280023,4004.3065054829676,4010.4477271753058,4000.0739394913617,1.0018438364307318
2025-11-06 09:30:00,4005.04,hold,0.0,0.0,29.310344827585524,0.8988764044943821,1.0907876868207622,4005.2368561866824,4004.411290415769,4009.3948813617694,4002.1951186382307,1.0018438364307318
2025-11-06 09:31:00,4005.4,buy,1.0,8.988674270415942e-05,37.096774193548775,1.0178117048346056,1.003707017869567,4005.291237457788,4004.5525346441636,4008.204698242246,4004.2103017577547,1.0019338889098868
2025-11-06 09:32:00,4004.31,hold,0.0,-0.0002496853964005353,23.094170403589388,0.800524934383202,0.9170175085870217,4004.964158305192,4004.5178868374182,4007.962739566132,4003.8922604338686,1.0016837206496672
2025-11-06 09:33:00,4004.7,sell,0.0,-0.00024973091493915307,47.972972972967476,1.0317460317460319,0.9247347967871744,4004.8761055367945,4004.5439030037824,4007.6193886010587,4003.7739447322747,1.0014335692576297
2025-11-06 09:34:00,4006.02,hold,0.0,0.0,71.54046997388937,1.0887096774193548,0.9060960213711968,4005.257403691196,4004.754774005194,4007.1446806643944,4003.9736526689403,1.0014335692576297
2025-11-06 09:35:00,4006.06,sell,-1.0,-9.984972616283727e-06,65.93749999999835,1.1693548387096773,0.8601220843257095,4005.5249357941307,4004.9412348630744,4007.105216777889,4003.979783222111,1.0014235699708636
2025-11-06 09:36:00,4006.65,sell,-1.0,-0.00014727687553350854,68.22157434402178,1.0363391655450875,0.9007996447294596,4005.899957196087,4005.1853441700096,4007.20637093451,4003.946962398825,1.0012760834363927
2025-11-06 09:37:00,4007.03,hold,0.0,-0.000249624315405315,100.0,0.9960159362549801,0.9561729271482918,4006.2766381307247,4005.448866432973,4007.363273104292,4003.8817268957077,1.0010261405795333
2025-11-06 09:38:00,4007.61,hold,0.0,0.0,100.0,1.1038107752956636,1.1437992247814095,4006.72109208715,4005.7575998012335,4007.725474857177,4003.727858476157,1.0010261405795333
2025-11-06 09:39:00,4008.35,hold,0.0,0.0,100.0,1.157760814249364,1.3035340851138497,4007.264061391433,4006.1279426883575,4008.244810491565,4003.4818561751013,1.0010261405795333
2025-11-06 09:40:00,4006.53,sell,0.0,0.0003991667394314142,55.71776155718117,1.0526315789473684,1.2508414945093607,4007.0193742609554,4006.185379447374,4008.331761828424,4003.6799048382422,1.0014257169201541
2025-11-06 09:41:00,4006.19,sell,-0.6666666666666666,0.0001231323198212586,44.04145077720109,1.0807453416149069,1.2144889185476595,4006.7429161739706,4006.1860395263225,4008.2906760573273,4004.0243239426723,1.001549024791807
2025-11-06 09:42:00,4004.87,hold,0.0,0.00026623204285668796,27.499999999995495,0.959902794653706,1.11941899610041,4006.118610782647,4005.9980338791975,4008.30438762164,4003.9822790450266,1.0018156692346984
2025-11-06 09:43:00,4005.45,hold,0.0,0.0,27.499999999995495,0.8812729498164015,1.0128419861114417,4005.8957405217648,4005.9197433248455,4008.3036391633095,4003.9913608366915,1.0018156692346984
2025-11-06 09:44:00,4005.28,hold,0.0,0.0,13.711583924349583,0.8343711083437111,1.0749863047951345,4005.6904936811766,4005.828351421115,4008.1912388793203,4004.2654277873457,1.0018156692346984
2025-11-06 09:45:00,4004.48,hold,0.0,0.0,18.06853582554271,0.9252217997465145,1.235036661600631,4005.2869957874514,4005.6357297892,4008.22597077917,4004.194029220831,1.0018156692346984
2025-11-06 09:46:00,4006.16,hold,0.0,0.0,49.67032967032745,0.8365508365508365,1.2268319634770255,4005.5779971916345,4005.710625533709,4008.2350618996707,4004.208271433662,1.0018156692346984
2025-11-06 09:47:00,4008.32,buy,0.0,0.00039938494718131805,82.00371057514243,1.0687022900763359,1.3823506549624258,4006.4919981277562,4006.0833933150725,4008.6942018699037,4004.125798130096,1.0022157793328412
2025-11-06 09:48:00,4006.22,hold,0.0,0.0,55.5716353111429,0.9067357512953368,1.3064731999411594,4006.4013320851705,4006.1029085557975,4008.6559876501474,4004.0923456831856,1.0022157793328412
2025-11-06 09:49:00,4007.6,hold,0.0,0.0,64.2857142857111,0.8097165991902835,1.1841827936731095,4006.80088805678,4006.3167787623083,4008.7699952019757,4004.0733381313576,1.0022157793328412
2025-11-06 09:50:00,4007.67,hold,0.0,0.0,71.58322056833367,0.875,1.280097218507632,4007.0905920378536,4006.510096082131,4008.784127396257,4004.0692059370754,1.0022157793328412
2025-11-06 09:51:00,4006.64,buy,0.0,-0.00024952154244236674,53.56083086053365,1.0970464135021099,1.286661917067093,4006.9403946919024,4006.528653784696,4008.3840873796107,4004.184245953723,1.001965704905722
2025-11-06 09:52:00,4006.45,hold,0.0,0.0,30.398322851153083,0.9064748201438849,1.189089754554121,4006.7769297946015,4006.5174175297334,4008.375072298183,4004.179927701817,1.001965704905722
2025-11-06 09:53:00,4006.52,hold,0.0,0.0,55.47445255474646,0.9051094890510949,1.1384707091076878,4006.6912865297345,4006.5177864540574,4008.4055243502767,4004.204475649723,1.001965704905722
2025-11-06 09:54:00,4006.06,hold,0.0,0.0,7.6923076923230695,1.0822510822510822,1.0675184099095523,4006.4808576864893,4006.4523883891643,4008.3505963353678,4004.4577369979656,1.001965704905722
2025-11-06 09:55:00,4005.65,hold,0.0,0.0,3.240740740747853,0.9620991253644315,0.8498032451662938,4006.2039051243264,4006.337761476385,4008.340981836284,4004.5006848303833,1.001965704905722
2025-11-06 09:56:00,4005.3,hold,0.0,0.0,4.7297297297407255,0.9869375907111755,0.9512453824948376,4005.9026034162175,4006.189509836855,4008.3391734678794,4004.505826532121,1.001965704905722
2025-11-06 09:57:00,4005.17,hold,0.0,0.0,4.929577464800005,0.9970238095238095,0.8504221173742275,4005.658402277478,4006.043865574408,4008.2156874458688,4004.7443125541304,1.001965704905722
2025-11-06 09:58:00,4005.1,hold,0.0,0.0,0.0,1.0283159463487332,0.9357017568220244,4005.4722681849853,4005.9090276351753,4008.266714011698,4004.516619321636,1.001965704905722
