time,open,high,low,close,tick_volume,spread,real_volume,rsi,atr,volatility_ratio,ema_fast,ema_slow,adx,macd,macd_signal,macd_hist,volume_ratio,signal,momentum,filter_reasons,position_size,stop_loss,take_profit,returns,strategy_returns,cumulative
2025-08-21 19:45:00,3340.83,3341.23,3338.3,3339.73,658,15,0,41.72640382317819,4.942999999999893,0.0,3340.5955614943996,3337.016338024454,0.0,1.81439022891891,2.5197795738513387,-0.7053893449324287,0.6627052069694833,hold,NEUTRAL,,1.0,,,-0.000368157655284751,-0.0,1.0
2025-08-21 20:00:00,3339.74,3342.01,3339.46,3341.2,628,12,0,44.190040068688695,4.611999999999898,0.0,3340.653127066362,3337.1804031999654,25.491978001240103,1.6531808196145903,2.3464598230039893,-0.693279003389399,0.6456255782872417,hold,NEUTRAL,,1.0,,,0.0004401553418988957,0.0,1.0
2025-08-21 20:15:00,3341.19,3341.39,3337.88,3338.44,644,17,0,48.56873230575676,4.499999999999886,0.0,3340.4423530600416,3337.229799152908,24.650622187508553,1.2878665437256132,2.134741167148314,-0.8468746234227007,0.6769327797340621,hold,NEUTRAL,,1.0,,,-0.0008260505207708935,-0.0,1.0
2025-08-21 20:30:00,3338.58,3340.12,3338.03,3338.05,583,16,0,37.185741088180066,4.187499999999863,0.0,3340.214509911466,3337.26196389201,25.205681596592406,0.9558640022883083,1.8989657341763129,-0.9431017318880046,0.6322181857615355,hold,NEUTRAL,,1.0,,,-0.00011682103018173517,-0.0,1.0
2025-08-21 20:45:00,3338.05,3338.67,3336.96,3337.05,556,5,0,35.94486760972056,4.003499999999872,0.0,3339.913128015136,3337.2536515825195,25.68922612741385,0.605082934184793,1.640189174178009,-1.035106239993216,0.617640524327927,hold,NEUTRAL,,1.0,,,-0.00029957609981878797,-0.0,1.0
2025-08-21 21:00:00,3337.03,3338.4,3336.62,3337.43,643,16,0,39.699074074073465,3.8779999999998838,0.0,3339.676639632742,3337.260567206735,27.009437060527578,0.35367232032376705,1.3828858034071607,-1.0292134830833937,0.7315130830489193,hold,NEUTRAL,,1.0,,,0.00011387303156973339,0.0,1.0
2025-08-21 21:15:00,3337.43,3339.38,3337.33,3338.57,566,17,0,38.99297423887589,3.7764999999998965,0.0,3339.571245382005,3337.3119175123534,28.050010789611147,0.24360790980244929,1.1550302246862185,-0.9114223148837692,0.6615240766713417,hold,NEUTRAL,,1.0,,,0.00034158019793673056,0.0,1.0
2025-08-21 21:30:00,3338.54,3339.09,3338.17,3338.72,471,17,0,50.22288261515527,3.6924999999999044,0.0,3339.490174393243,3337.3671364334377,29.363502853103164,0.16656476298567213,0.9573371323461093,-0.7907723693604372,0.5724355858045698,hold,NEUTRAL,,1.0,,,4.4929415887517976e-05,0.0,1.0
2025-08-21 21:45:00,3338.57,3339.53,3338.46,3339.3,445,16,0,38.7941534713766,3.295499999999902,0.0,3339.4720625462674,3337.4429350046757,30.206872091157752,0.15057295550286653,0.7959842969774609,-0.6454113414745943,0.5694906577937037,hold,NEUTRAL,,1.0,,,0.0001737192696602552,0.0,1.0
2025-08-21 22:00:00,3339.32,3340.4,3339.0,3340.2,527,16,0,31.49284253578527,2.9919999999999165,0.0,3339.5413899228133,3337.5510552005708,32.74779411308632,0.20812270228407215,0.6784119780387832,-0.470289275754711,0.7053941908713692,hold,NEUTRAL,,1.0,,,0.0002695175635611946,0.0,1.0
2025-08-21 22:15:00,3340.19,3341.7,3340.12,3341.52,542,16,0,42.703091301221114,2.913499999999908,0.0,3339.729828977783,3337.7067000946663,34.335812888900115,0.35613891184402746,0.613957364799832,-0.2578184529558045,0.7528300576428918,hold,NEUTRAL,,1.0,,,0.0003951859170110428,0.0,1.0
2025-08-21 22:30:00,3341.54,3341.89,3340.67,3340.74,465,17,0,45.65718677939981,2.7039999999999056,0.0,3339.826035741804,3337.8256530321305,34.76934808978901,0.40582524227602335,0.5723309402950703,-0.1665056980190469,0.6755775098067703,hold,NEUTRAL,,1.0,,,-0.0002334267040150495,-0.0,1.0
2025-08-21 22:45:00,3340.76,3341.23,3337.94,3338.76,648,15,0,41.88998589562799,2.7119999999999207,0.0,3339.724508528299,3337.8622940896944,35.44015665454001,0.28217977190524834,0.5143007066171059,-0.23212093471185757,0.9632822952281849,hold,NEUTRAL,,1.0,,,-0.0005926830582444476,-0.0,1.0
2025-08-21 23:00:00,3339.04,3339.22,3338.13,3338.43,341,17,0,41.22137404580047,2.434999999999923,0.0,3339.601222001794,3337.8845570665694,35.30981412411828,0.15576602991177424,0.4425937712760396,-0.28682774136426537,0.5337716208812711,hold,NEUTRAL,,1.0,,,-9.883908996166646e-05,-0.0,1.0
2025-08-21 23:15:00,3338.44,3338.66,3337.97,3338.64,313,17,0,45.929798356982104,2.11449999999993,0.0,3339.5096770492423,3337.9141822796455,34.14743902505258,0.07170094966159013,0.3684152069531497,-0.2967142572915596,0.5191574058716205,hold,NEUTRAL,,1.0,,,6.290382005924577e-05,0.0,1.0
2025-08-21 23:30:00,3338.63,3339.06,3338.15,3338.33,327,15,0,38.26655764513494,1.9294999999999392,0.0,3339.3973268540763,3337.9304888569145,32.88818505986929,-0.019708454519332008,0.2907904746586534,-0.3104989291779854,0.5762114537444933,hold,NEUTRAL,,1.0,,,-9.285217933052703e-05,-0.0,1.0
2025-08-21 23:45:00,3338.35,3338.54,3337.88,3338.44,164,17,0,50.0,1.8074999999999364,0.0,3339.3061528679737,3337.9504696860554,32.346601546857876,-0.08232598252925527,0.21616718322107167,-0.2984931657503269,0.3063416456523769,hold,NEUTRAL,,1.0,,,3.295060704000541e-05,0.0,1.0
2025-08-22 01:00:00,3339.94,3339.94,3338.54,3339.15,186,17,0,55.555555555555046,1.7694999999999481,0.0,3339.291281166262,3337.997510090524,30.196715751651517,-0.07380893487334106,0.15817195960218913,-0.2319808944755302,0.36755261337812467,hold,NEUTRAL,,1.0,,,0.00021267418315140674,0.0,1.0
2025-08-22 01:15:00,3339.09,3340.55,3338.96,3340.22,353,11,0,65.89769307923612,1.7404999999999746,0.0,3339.3797305789985,3338.0846665575623,28.98336179046182,0.01906121853107834,0.13034981138796697,-0.11128859285688864,0.7219552101441865,hold,NEUTRAL,,1.0,,,0.0003204408307502238,0.0,1.0
2025-08-22 01:30:00,3340.23,3340.53,3339.72,3340.05,377,16,0,63.422131147543084,1.6674999999999955,0.0,3339.443565761951,3338.161738457266,26.28956859045789,0.07804425930589787,0.11988870097155316,-0.04184444166565529,0.7989827275617251,hold,NEUTRAL,,1.0,,,-5.089485123721538e-05,-0.0,1.0
2025-08-22 01:45:00,3340.07,3340.31,3338.82,3338.93,372,17,0,51.848049281312534,1.5954999999999928,0.0,3339.3946547370033,3338.1918663609026,23.117241995801276,0.0340219207755581,0.10271534493235415,-0.06869342415679605,0.8130258988088733,hold,NEUTRAL,,1.0,,,-0.00033532432149230296,-0.0,1.0
2025-08-22 02:00:00,3339.06,3339.48,3338.04,3338.08,369,16,0,46.93486590038376,1.5399999999999863,0.0,3339.2694495239552,3338.187479444789,20.082593808167957,-0.06866249739778141,0.06843977646632705,-0.13710227386410845,0.8299595141700404,hold,NEUTRAL,,1.0,,,-0.00025457257265049105,-0.0,1.0
2025-08-22 02:15:00,3338.08,3338.17,3337.38,3337.9,284,17,0,43.02788844621435,1.4039999999999964,0.0,3339.139025759769,3338.176205741072,18.04645428701851,-0.16268974813328896,0.022213871546403856,-0.18490361967969282,0.6657290201593998,hold,NEUTRAL,,1.0,,,-5.3923213344186927e-05,-0.0,1.0
2025-08-22 02:30:00,3337.75,3339.48,3337.53,3338.81,353,17,0,43.084577114428306,1.3970000000000027,0.0,3339.1076899731247,3338.2010604178927,15.352879127617934,-0.16191121525480412,-0.01461114581383774,-0.14730006944096638,0.8503974945796193,hold,NEUTRAL,,1.0,,,0.0002726265016925744,0.0,1.0
2025-08-22 02:45:00,3338.8,3339.52,3338.0,3338.32,344,17,0,32.646420824294765,1.3875,0.41900706649756037,3339.0326718804463,3338.20572471523,14.54098779624575,-0.1985444306315003,-0.05139780277737025,-0.14714662785413005,0.8504326328800988,hold,NEUTRAL,,1.0,,,-0.00014675887516801822,-0.0,1.0
2025-08-22 03:00:00,3338.25,3338.4,3336.23,3336.46,612,15,0,29.223300970873552,1.4069999999999936,0.44709246901811717,3338.78765551088,3338.1372649224763,15.669573750745625,-0.3733591215323031,-0.11579006652835683,-0.2575690550039463,1.5187988584191587,hold,NEUTRAL,low_volatility,1.0,,,-0.0005571664789475461,-0.0,1.0
2025-08-22 03:15:00,3336.46,3338.37,3335.08,3337.62,787,15,0,43.98734177214989,1.4689999999999828,0.46923912349070535,3338.6764502241294,3338.1169800235557,15.400556196369717,-0.4135317811101231,-0.1753384094447101,-0.23819337166541302,1.9009661835748792,hold,NEUTRAL,low_volatility,1.0,,,0.00034767388189882453,0.0,1.0
2025-08-22 03:30:00,3337.58,3339.06,3337.1,3337.49,587,15,0,44.935344827585524,1.5209999999999808,0.49386323787258946,3338.5634549646884,3338.0923925716515,15.064049491640807,-0.4506638445268436,-0.2304034964611368,-0.2202603480657068,1.3982848975702715,hold,NEUTRAL,low_volatility,1.0,,,-3.894991041519802e-05,-0.0,1.0
2025-08-22 03:45:00,3337.34,3339.84,3336.88,3339.55,577,17,0,54.08805031446693,1.6154999999999746,0.5278031887088324,3338.6574116347183,3338.149553647273,14.360079915089926,-0.3102896623659035,-0.24638072964209015,-0.06390893272381334,1.353189493433396,hold,NEUTRAL,low_volatility,1.0,,,0.0006172303137987889,0.0,1.0
2025-08-22 04:00:00,3339.56,3340.15,3338.54,3338.92,743,17,0,52.57641921397448,1.6259999999999764,0.5399123389560355,3338.6824200504598,3338.179767229733,13.414115588583245,-0.24703023574556937,-0.246510630862786,-0.000519604882783381,1.6994510521500459,hold,NEUTRAL,low_volatility,1.0,,,-0.00018864817116082122,-0.0,1.0
2025-08-22 04:15:00,3338.94,3339.03,3336.88,3337.34,715,17,0,45.74303405572778,1.6544999999999845,0.5492663169776271,3338.5545705218447,3338.1468351815083,14.150000788433292,-0.32069273357001293,-0.26134705140423137,-0.059345682165781566,1.6036783671638442,hold,NEUTRAL,low_volatility,1.0,,,-0.0004732069052267862,-0.0,1.0
2025-08-22 04:30:00,3337.34,3338.52,3336.27,3337.99,766,17,0,45.4898911353018,1.7059999999999946,0.5936390841394742,3338.5008019007164,3338.1406847822336,15.841312566946586,-0.32289904686831505,-0.27365745049704815,-0.049241596371266905,1.6619657192449555,hold,NEUTRAL,low_volatility,1.0,,,0.00019476589139832967,0.0,1.0
2025-08-22 04:45:00,3338.01,3338.28,3333.78,3334.1,899,5,0,30.484693877550598,1.7664999999999964,0.6200856500982953,3338.081677910172,3337.9822265554794,17.600945377445395,-0.6312612690030619,-0.3451782141982509,-0.286083054804811,1.898827753722674,hold,NEUTRAL,low_volatility,1.0,,,-0.0011653719753503822,-0.0,1.0
2025-08-22 05:00:00,3334.13,3336.24,3333.39,3334.51,846,5,0,32.60050251256301,1.8545000000000074,0.6770719240598907,3337.7415181092033,3337.846060808206,19.12667397155542,-0.8329551892625204,-0.44273360921110483,-0.3902215800514156,1.696410667736114,hold,NEUTRAL,low_volatility,1.0,,,0.00012297171650521577,0.0,1.0
2025-08-22 05:15:00,3334.52,3336.11,3334.14,3335.18,706,5,0,37.87976729153148,1.9185000000000172,0.7183778926084202,3337.4975640035645,3337.741509403963,21.84589354664929,-0.9280378311837012,-0.5397944536056241,-0.38824337757807714,1.3620140831484517,hold,NEUTRAL,low_volatility,1.0,,,0.00020092907203750343,0.0,1.0
2025-08-22 05:30:00,3335.17,3335.58,3333.53,3333.86,737,5,0,36.7628607277289,1.975500000000011,0.7523421433468069,3337.1511293365584,3337.589293348906,25.1400311756083,-1.097255994156967,-0.6512867617158926,-0.44596923244107445,1.3677275679688223,hold,NEUTRAL,low_volatility,1.0,,,-0.000395780737471374,-0.0,1.0
2025-08-22 05:45:00,3333.91,3334.51,3332.78,3334.09,627,8,0,38.086303939962136,2.029000000000019,0.7868000620443826,3336.859593209267,3337.452066158753,28.21511359540556,-1.1989824068095913,-0.7608258907346324,-0.438156516074959,1.1156583629893237,hold,NEUTRAL,low_volatility,1.0,,,6.898909972230527e-05,0.0,1.0
2025-08-22 06:00:00,3334.1,3334.1,3331.44,3332.41,702,5,0,30.906921241049574,2.0870000000000117,0.8089147286821894,3336.435822427432,3337.254338074096,33.09942898425622,-1.3990360645084365,-0.8884679254893932,-0.5105681390190433,1.1942837699897926,hold,NEUTRAL,low_volatility,1.0,,,-0.0005038856179647722,-0.0,1.0
2025-08-22 06:15:00,3332.49,3334.19,3332.39,3333.67,667,15,0,36.737022247575474,2.0975000000000135,0.8611133919041191,3336.1724107676764,3337.1137757966803,36.95723441303805,-1.4393170092630498,-0.9986377422441246,-0.44067926701892524,1.1052195526097763,sell,BEARISH,,1.0,3336.8162500000003,3327.3775,0.0003781047350117639,-0.0003781047350117639,0.9996218952649882
2025-08-22 06:30:00,3333.6,3335.33,3333.34,3334.09,663,5,0,42.63517712865174,2.1564999999999825,0.927048405124248,3335.97408593266,3336.9951963536732,38.246720217996376,-1.4209694074697836,-1.0831040752892565,-0.33786533218052717,1.0731628358692133,sell,BEARISH,,1.0,3337.32475,3327.6205,0.00012598727528523312,-0.00012598727528523312,0.9994959556260884
2025-08-22 06:45:00,3334.07,3334.07,3331.78,3331.93,582,16,0,33.3528379169109,2.197499999999991,0.9515458560665273,3335.5889348914543,3336.7965612025487,40.46861380634952,-1.5627088145265589,-1.179025023136717,-0.3836837913898419,0.9263090880152794,sell,BEARISH,,1.0,3335.2262499999997,3325.3374999999996,-0.0006478529373833419,0.0006478529373833419,1.0001434820168433
2025-08-22 07:00:00,3332.01,3332.69,3331.47,3331.81,624,12,0,33.372365339579304,2.186500000000001,0.9824317038102272,3335.229036330363,3336.6010097828407,43.98525646176047,-1.6655222096337639,-1.2763244604361264,-0.3891977491976375,0.973403010685594,sell,BEARISH,,1.0,3335.08975,3325.2505,-3.601516238338487e-05,3.601516238338487e-05,1.000179502346755
2025-08-22 07:15:00,3331.85,3331.97,3329.25,3329.37,618,15,0,20.847651775486057,2.282999999999993,1.0295841977090432,3334.6710328703284,3336.317440771749,49.29691583478624,-1.921737579479668,-1.405407084244835,-0.5163304952348331,0.9395667046750285,sell,BEARISH,,1.0,3332.7945,3322.5209999999997,-0.0007323346769473327,0.0007323346769473327,1.0009119684794954
2025-08-22 07:30:00,3329.38,3329.97,3328.63,3329.15,607,15,0,21.34897360703772,2.252499999999986,1.0667266527751595,3334.1452202160112,3336.0363646630526,54.90447858072095,-2.118125831301768,-1.5479508336562215,-0.5701749976455464,0.9053620702513236,sell,BEARISH,,1.0,3332.52875,3322.3925,-6.607856741658313e-05,6.607856741658313e-05,1.0009781073084825
2025-08-22 07:45:00,3329.14,3329.43,3327.99,3328.45,569,15,0,22.510822510821626,2.24849999999999,1.1251501200960916,3333.602818290677,3335.7388601664625,59.617090336426216,-2.3036935404929864,-1.6990993750235748,-0.6045941654694116,0.8346780108552149,sell,BEARISH,,1.0,3331.82275,3321.7045,-0.00021026388117095784,0.00021026388117095784,1.0011885768502924
2025-08-22 08:00:00,3328.36,3329.05,3327.77,3328.61,597,12,0,20.089285714288238,2.203999999999996,1.1409048555751238,3333.127311786803,3335.4592970226795,62.93852868609685,-2.4100648962348714,-1.8412924792658343,-0.5687724169690371,0.8767163521550774,sell,BEARISH,,1.0,3331.916,3321.998,4.80704231700102e-05,-4.80704231700102e-05,1.0011404492917302
2025-08-22 08:15:00,3328.64,3329.78,3327.25,3329.59,674,13,0,32.341425215350625,2.1660000000000084,1.1278900229119087,3332.7904249499647,3335.2291285119863,63.702319756004044,-2.387762512315021,-1.9505864858756718,-0.43717602643934916,0.9980749296608915,sell,BEARISH,,1.0,3332.839,3323.092,0.00029441718915701465,-0.00029441718915701465,1.0008456963346983
2025-08-22 08:30:00,3329.78,3330.31,3328.06,3330.15,735,15,0,33.12693498452032,2.1805000000000065,1.1355587959587659,3332.538955907111,3335.0299470017126,63.69880937665592,-2.2984058011265915,-2.020150348925856,-0.27825545220073566,1.0766075875201406,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,0.00016818887610781097,0.0,1.0008456963346983
2025-08-22 08:45:00,3330.05,3331.23,3329.3,3330.06,674,16,0,29.25445705024532,2.1289999999999965,1.1115171765688665,3332.3028648683385,3334.8350471192925,63.065588340712665,-2.209383810296913,-2.0579970412000677,-0.15138676909684534,0.9802923423751001,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,-2.7025809648306698e-05,-0.0,1.0008456963346983
2025-08-22 09:00:00,3329.94,3330.13,3327.74,3329.41,805,13,0,30.934018851757813,2.1680000000000064,1.1304619876942377,3332.0273539284967,3334.622300173438,62.79430724685934,-2.166310925056223,-2.079659817971299,-0.08665110708492385,1.1655686671975676,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,-0.00019519167822801275,-0.0,1.0008456963346983
2025-08-22 09:15:00,3329.43,3330.37,3327.01,3327.45,729,15,0,25.22388059701639,2.2284999999999853,1.1568210132890324,3331.591415459116,3334.34103349997,62.49121467982989,-2.2642303349098256,-2.1165739213590045,-0.14765641355082115,1.054458667823823,sell,BEARISH,,1.0,3330.7927499999996,3320.7644999999998,-0.0005886928915332934,0.0005886928915332934,1.0014348870816523
2025-08-22 09:30:00,3327.44,3327.78,3326.13,3326.13,698,14,0,25.92024539877559,2.19849999999999,1.1520121567805486,3331.0712806534857,3334.0190321862456,60.546939504595755,-2.4204437718617555,-2.1773478914595548,-0.24309588040220076,1.0146086198124864,sell,BEARISH,,1.0,3329.4277500000003,3319.5345,-0.0003967001758101718,0.0003967001758101718,1.00183215647742
2025-08-22 09:45:00,3325.98,3329.46,3325.81,3329.43,705,14,0,35.94164456233379,2.1559999999999944,1.1280870657178712,3330.9149682102966,3333.839070139726,57.46182549105121,-2.2520019487110403,-2.192278702909852,-0.05972324580118826,1.0394397346111315,sell,BEARISH,,1.0,3332.6639999999998,3322.962,0.0009921440232341094,-0.0009921440232341094,1.0008381946910871
2025-08-22 10:00:00,3329.37,3333.89,3328.86,3333.15,881,16,0,47.44287268770396,2.2649999999999864,1.149746192893394,3331.1278283807446,3333.8120477813054,54.08806061192552,-1.7976158827250401,-2.11334613887289,0.3157302561478499,1.2955882352941177,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,0.0011173083680990903,0.0,1.0008381946910871
2025-08-22 10:15:00,3333.16,3335.02,3332.29,3332.44,819,14,0,51.506202008269966,2.3029999999999746,1.1570538585208878,3331.2527971063882,3333.75824198596,51.37121670073897,-1.4777679292292305,-1.9862304969441582,0.5084625677149277,1.1944869831546707,hold,BULLISH,trend_not_aligned_buy,1.0,,,-0.00021301171564436228,-0.0,1.0008381946910871
2025-08-22 10:30:00,3332.39,3332.61,3328.07,3328.33,726,15,0,41.68260038240934,2.4274999999999864,1.1866933906922137,3330.9744354772088,3333.5453697512166,47.56268638330219,-1.5381973909720728,-1.8966238757497411,0.35842648477766836,1.0596993139687636,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,-0.0012333305325827881,-0.0,1.0008381946910871
2025-08-22 10:45:00,3328.34,3328.34,3325.82,3327.48,862,16,0,45.11122607346137,2.4669999999999845,1.2004866180048641,3330.641632098427,3333.307512113914,42.64305768911773,-1.6358193636651777,-1.8444629733328284,0.20864360966765072,1.2369950491497452,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,-0.00025538333037888883,-0.0,1.0008381946910871
2025-08-22 11:00:00,3327.45,3329.23,3325.99,3328.66,793,17,0,48.79250862493784,2.4960000000000035,1.1877795755210863,3330.4529052319103,3333.125256736898,36.83963171507476,-1.5995309449640445,-1.7954765676590718,0.19594562269502735,1.1305959509552324,hold,BEARISH,macd_not_confirmed_sell,1.0,,,0.00035462271749175933,0.0,1.0008381946910871
2025-08-22 11:15:00,3328.58,3330.52,3325.37,3329.17,922,12,0,51.79104477612,2.663499999999999,1.220109940448927,3330.3307237812523,3332.9701486295685,31.65191799173058,-1.5121878141308116,-1.73881881695342,0.2266310028226084,1.2910452986067353,hold,NEUTRAL,weak_momentum_NEUTRAL,1.0,,,0.00015321480715968505,0.0,1.0008381946910871
2025-08-22 11:30:00,3329.18,3330.4,3327.87,3328.16,683,16,0,48.92601431980843,2.69050000000002,1.2198494740660255,3330.123988183038,3332.781515349978,26.587534508081355,-1.507093477277067,-1.6924737490181496,0.18538027174108263,0.9550443962805006,hold,BEARISH,macd_not_confirmed_sell,1.0,,,-0.0003033789202714354,-0.0,1.0008381946910871
